% Model:              pcal_mirror_deformation_3d_2beams.mph
% Version:            COMSOL 5.6.0.401
% Date:               Nov 10 2025, 16:31
% Dimension:          2
% Nodes:              4022
% Expressions:        2
% Description:        Contour
% surf2x                  surf2y                   IsoLevel                 Color
-0.0036896085690498116    -0.014085462820921917    2.4800000001353E-10      2.4800000001353E-10
-0.005067444250924043     -0.013499072394586385    2.4800000001353E-10      2.4800000001353E-10
-0.0013161012076637426    -0.014694553541144306    2.4800000001353E-10      2.4800000001353E-10
-0.0023952320283079226    -0.01450811907217451     2.4800000001353E-10      2.4800000001353E-10
1.1608249077080276E-4     -0.01476433395490943     2.4800000001353E-10      2.4800000001353E-10
-0.006074231762775874     -0.012897574484671187    2.4800000001353E-10      2.4800000001353E-10
-0.007374051534757841     -0.011848546708601998    2.4800000001353E-10      2.4800000001353E-10
-0.008466843129924078     -0.010758807519832068    2.4800000001353E-10      2.4800000001353E-10
-0.0061227001216830005    -0.012863295332776381    2.4800000001353E-10      2.4800000001353E-10
-0.007248896810896655     -0.011960978124569583    2.4800000001353E-10      2.4800000001353E-10
0.0013497394776463276     -0.014710789663884765    2.4800000001353E-10      2.4800000001353E-10
0.002394458846636012      -0.014510747789616422    2.4800000001353E-10      2.4800000001353E-10
0.003759209934924493      -0.014080629798619543    2.4800000001353E-10      2.4800000001353E-10
-0.010211833805094973     -0.00810356579705104     2.4800000001353E-10      2.4800000001353E-10
-0.010882200740437789     -0.006602593619178688    2.4800000001353E-10      2.4800000001353E-10
-0.009274145443264329     -0.009700037809600718    2.4800000001353E-10      2.4800000001353E-10
0.005892098247350007      -0.01303440734035384     2.4800000001353E-10      2.4800000001353E-10
0.00496115233819731       -0.013585588991396384    2.4800000001353E-10      2.4800000001353E-10
0.007120518713394225      -0.012105884744440177    2.4800000001353E-10      2.4800000001353E-10
-0.006675894443317497     0.012445364254468329     2.4800000001353E-10      2.4800000001353E-10
-0.005752675049759667     0.013122118603762528     2.4800000001353E-10      2.4800000001353E-10
-0.007410590700443677     0.011818785096376717     2.4800000001353E-10      2.4800000001353E-10
-0.007589084945330228     0.011678090415715395     2.4800000001353E-10      2.4800000001353E-10
-0.011064132542212068     -0.006092395263623174    2.4800000001353E-10      2.4800000001353E-10
-0.011426872987108197     -0.004749873667663602    2.4800000001353E-10      2.4800000001353E-10
-0.011442737531175211     -0.004672001943567729    2.4800000001353E-10      2.4800000001353E-10
-0.011819232108078264     -0.0027040479651605828   2.4800000001353E-10      2.4800000001353E-10
-0.011940320300794286     -5.136750164064816E-4    2.4800000001353E-10      2.4800000001353E-10
-0.008257287766871865     0.01100240012358783      2.4800000001353E-10      2.4800000001353E-10
-0.0092913009294351       0.009668202305195129     2.4800000001353E-10      2.4800000001353E-10
-0.008787877812001969     0.010366791277894962     2.4800000001353E-10      2.4800000001353E-10
-0.009769501541174643     0.008895194804934885     2.4800000001353E-10      2.4800000001353E-10
-0.010473088964839398     0.0075531513705719335    2.4800000001353E-10      2.4800000001353E-10
-0.010597494996205012     0.007323244742515465     2.4800000001353E-10      2.4800000001353E-10
-0.010940322211261696     0.006479148535621684     2.4800000001353E-10      2.4800000001353E-10
-0.011943840621623793     8.693135748740482E-4     2.4800000001353E-10      2.4800000001353E-10
-0.011853608792835903     0.002163316151354806     2.4800000001353E-10      2.4800000001353E-10
-0.011726423516637866     0.003258990597772067     2.4800000001353E-10      2.4800000001353E-10
-0.011086837247414745     0.0059056926345739625    2.4800000001353E-10      2.4800000001353E-10
-0.011521122957021939     0.0043277147434030916    2.4800000001353E-10      2.4800000001353E-10
-0.011263508455938109     0.005416887322658511     2.4800000001353E-10      2.4800000001353E-10
-0.01159013701213109      0.0038394687409028403    2.4800000001353E-10      2.4800000001353E-10
-0.004907701048488453     0.013615022617225404     2.4800000001353E-10      2.4800000001353E-10
-0.003892112192109133     0.014034072552181327     2.4800000001353E-10      2.4800000001353E-10
-0.0026312867440271993    0.014438014852314838     2.4800000001353E-10      2.4800000001353E-10
0.00882143867413341       -0.01036185927530911     2.4800000001353E-10      2.4800000001353E-10
0.008138498633669451      -0.011186034485238566    2.4800000001353E-10      2.4800000001353E-10
0.009620317798547311      -0.009147695762789789    2.4800000001353E-10      2.4800000001353E-10
-0.0015550022303223894    0.014675648993056114     2.4800000001353E-10      2.4800000001353E-10
-4.681085070628155E-4     0.014746570046077231     2.4800000001353E-10      2.4800000001353E-10
0.001079828694339655      0.01471662604296025      2.4800000001353E-10      2.4800000001353E-10
0.010399080801488542      -0.007701938248437162    2.4800000001353E-10      2.4800000001353E-10
0.010346485931406727      -0.007835004754471893    2.4800000001353E-10      2.4800000001353E-10
0.011117271016821775      -0.005785132643823566    2.4800000001353E-10      2.4800000001353E-10
0.011012066438078661      -0.0062000076961857414   2.4800000001353E-10      2.4800000001353E-10
0.01073183909525426       -0.006936946345035135    2.4800000001353E-10      2.4800000001353E-10
0.011568789755388892      -0.004089616775296474    2.4800000001353E-10      2.4800000001353E-10
0.011291510061341138      -0.005240521179386023    2.4800000001353E-10      2.4800000001353E-10
0.0022376200246275782     0.01456226650687791      2.4800000001353E-10      2.4800000001353E-10
0.003384888521525593      0.014215889508907559     2.4800000001353E-10      2.4800000001353E-10
0.004967942310425622      0.01356528823453285      2.4800000001353E-10      2.4800000001353E-10
0.011579681517897292      -0.004025992606844637    2.4800000001353E-10      2.4800000001353E-10
0.011722702652609263      -0.0031813384270201256   2.4800000001353E-10      2.4800000001353E-10
0.011822110463617707      -0.002301175412327306    2.4800000001353E-10      2.4800000001353E-10
0.011862555506553095      0.002140228868721704     2.4800000001353E-10      2.4800000001353E-10
0.011961441461423576      8.284411129525735E-4     2.4800000001353E-10      2.4800000001353E-10
0.011926840233858609      -0.0010926200237293647   2.4800000001353E-10      2.4800000001353E-10
0.01193468378448723       -6.45387757800104E-4     2.4800000001353E-10      2.4800000001353E-10
0.011966596578727966      -1.4103973883641227E-4   2.4800000001353E-10      2.4800000001353E-10
0.005974309803714758      0.013003558155431208     2.4800000001353E-10      2.4800000001353E-10
0.007008001234345957      0.012192306137552057     2.4800000001353E-10      2.4800000001353E-10
0.008227238663825156      0.011046563465602382     2.4800000001353E-10      2.4800000001353E-10
0.009031277640720835      0.010075487234730257     2.4800000001353E-10      2.4800000001353E-10
0.009761492418030347      0.008923957911240092     2.4800000001353E-10      2.4800000001353E-10
0.010399275739471584      0.007736506959023675     2.4800000001353E-10      2.4800000001353E-10
0.01085629652072652       0.006621295665542196     2.4800000001353E-10      2.4800000001353E-10
0.011218582566495452      0.005505166394314973     2.4800000001353E-10      2.4800000001353E-10
0.011515791070005553      0.004398479174859178     2.4800000001353E-10      2.4800000001353E-10
0.0117269057377947        0.0033422860801255224    2.4800000001353E-10      2.4800000001353E-10
-0.004052959697678973     -0.013948929492986453    2.4800000001353E-10      2.4800000001353E-10
-0.002809359125685073     -0.014393717376288591    2.4800000001353E-10      2.4800000001353E-10
-0.0017877653282462754    -0.014638605552156195    2.4800000001353E-10      2.4800000001353E-10
-5.66438249217532E-4      -0.014748351011338302    2.4800000001353E-10      2.4800000001353E-10
7.971539063357189E-4      -0.014753320800110223    2.4800000001353E-10      2.4800000001353E-10
-0.00524798820746456      -0.013411845685766033    2.4800000001353E-10      2.4800000001353E-10
-0.008352961171816525     -0.010886005356482186    2.4800000001353E-10      2.4800000001353E-10
-0.006561449924048621     -0.01250075699706531     2.4800000001353E-10      2.4800000001353E-10
0.0018718841308574849     -0.014630386886735278    2.4800000001353E-10      2.4800000001353E-10
0.0031282359744441907     -0.014292910119607375    2.4800000001353E-10      2.4800000001353E-10
0.00455301037052413       -0.013771829705091547    2.4800000001353E-10      2.4800000001353E-10
-0.009058976916395426     -0.010019389128543955    2.4800000001353E-10      2.4800000001353E-10
-0.010573529845049088     -0.007360333066146739    2.4800000001353E-10      2.4800000001353E-10
-0.009861187544978217     -0.008760028355979964    2.4800000001353E-10      2.4800000001353E-10
0.005556598373157065      -0.013252156157932377    2.4800000001353E-10      2.4800000001353E-10
0.006691413743092696      -0.012449544706991913    2.4800000001353E-10      2.4800000001353E-10
0.007827512482341354      -0.01149072453299154     2.4800000001353E-10      2.4800000001353E-10
-0.00645406581708609      0.012608939151397602     2.4800000001353E-10      2.4800000001353E-10
-0.0076424846973113456    0.011628255092627486     2.4800000001353E-10      2.4800000001353E-10
-0.011372782718919986     -0.0049106964854397864   2.4800000001353E-10      2.4800000001353E-10
-0.011758685072935504     -0.003283023445966802    2.4800000001353E-10      2.4800000001353E-10
-0.011940730284199574     -0.0017666114696086      2.4800000001353E-10      2.4800000001353E-10
-0.009733403419540099     0.008959280712497826     2.4800000001353E-10      2.4800000001353E-10
-0.00912857830033656      0.00989486183876207      2.4800000001353E-10      2.4800000001353E-10
-0.008406321721344825     0.010824884316650858     2.4800000001353E-10      2.4800000001353E-10
-0.010219519746640461     0.008152915808650896     2.4800000001353E-10      2.4800000001353E-10
-0.010703437581869885     0.007016940607184836     2.4800000001353E-10      2.4800000001353E-10
-0.011942382111236528     -4.5270874538894356E-4   2.4800000001353E-10      2.4800000001353E-10
-0.011932331329683934     0.0011311711785552856    2.4800000001353E-10      2.4800000001353E-10
-0.011773490408820503     0.002804251177877877     2.4800000001353E-10      2.4800000001353E-10
-0.011397825428035559     0.004784258640320879     2.4800000001353E-10      2.4800000001353E-10
-0.004362943427741833     0.013850174703511707     2.4800000001353E-10      2.4800000001353E-10
-0.005343307184179464     0.013374159921665612     2.4800000001353E-10      2.4800000001353E-10
