% Model:              pcal_mirror_deformation_2d.mph
% Version:            COMSOL 5.6.0.401
% Date:               May 5 2026, 11:39
% Dimension:          1
% Nodes:              2251
% Expressions:        4
% Description:        Line graph
% R                       Height                   Height                   Height                   Height
0.037033333333332745      3.3811804426267197E-11   3.431007374157568E-11    3.6736019554290016E-11   4.384329527120091E-11
0.03706666666666608       3.3758820093260593E-11   3.425593507421414E-11    3.6674889326062486E-11   4.3798673738819115E-11
0.03709999999999941       3.3705943321521424E-11   3.420190834332478E-11    3.661390270591624E-11    4.375407643590315E-11
0.03713333333333275       3.365317377939074E-11    3.414799319183763E-11    3.655305934460548E-11    4.3709503623238006E-11
0.03716666666666608       3.3600510929480614E-11   3.409418904589793E-11    3.649235818239081E-11    4.366495525304575E-11
0.03719999999999941       3.354795477111876E-11    3.4040495904668367E-11   3.6431799215708155E-11   4.362043132327118E-11
0.03723333333333274       3.34955049829159E-11     3.398691342227666E-11    3.6371382116269543E-11   4.357593210030616E-11
0.037266666666666066      3.34431610263783E-11     3.3933441023812444E-11   3.631110582153486E-11    4.3531457532990537E-11
0.0372999999999994        3.339092290084819E-11    3.3880078708456914E-11   3.6250970328046514E-11   4.348700761929307E-11
0.03733333333333274       3.3338790296339417E-11   3.38268261425924E-11     3.6190975325639107E-11   4.344258262737718E-11
0.03736666666666607       3.328676266919098E-11    3.3773682746148445E-11   3.613111974278492E-11    4.3398182499828536E-11
0.037399999999999406      3.32348400187588E-11     3.372064851832369E-11    3.6071403576127923E-11   4.335380723464033E-11
0.03743333333333274       3.31830220532657E-11     3.366772314518184E-11    3.601182654528894E-11    4.330945709949627E-11
0.03746666666666607       3.31313082203881E-11     3.361490603757745E-11    3.595238757045807E-11    4.326513203760408E-11
0.0374999999999994        3.3079698519496305E-11   3.356219719472726E-11    3.589308664838007E-11    4.322083204698141E-11
0.03753333333333273       3.302819266534839E-11    3.350959630995782E-11    3.5833923504459325E-11   4.317655739427218E-11
0.03756666666666607       3.297679011267945E-11    3.34571028018684E-11     3.5774897077486977E-11   4.313230802135991E-11
0.0375999999999994        3.292549086087398E-11    3.3404716669693655E-11   3.571600736430558E-11    4.308808392628626E-11
0.037633333333332734      3.2874294625016174E-11   3.3352437607043124E-11   3.5657254088163243E-11   4.3043885381047684E-11
0.037666666666666064      3.282320086531639E-11    3.3300265038831246E-11   3.559863619731994E-11    4.2999712316982863E-11
0.037699999999999394      3.277220958117227E-11    3.324819896430925E-11    3.5540153688711094E-11   4.2955564732157947E-11
0.03773333333333272       3.2721320502306407E-11   3.319623909284539E-11    3.5481806309904424E-11   4.2911442900589805E-11
0.03776666666666605       3.2670533078614114E-11   3.3144384838516624E-11   3.542359299621498E-11    4.2867346752955333E-11
0.03779999999999939       3.2619847309506624E-11   3.309263620059121E-11    3.536551374467018E-11    4.2823276287345457E-11
0.037833333333332726      3.2569262940330155E-11   3.304099290555541E-11    3.530756832261382E-11    4.277923177027028E-11
0.037866666666666056      3.2518779417968354E-11   3.298945436422992E-11    3.524975567091317E-11    4.273521314028576E-11
0.03789999999999939       3.2468396741846945E-11   3.2938020575900926E-11   3.5192075786687355E-11   4.269122039550725E-11
0.03793333333333273       3.2418114661306847E-11   3.2886691271698844E-11   3.513452843541885E-11    4.264725379430846E-11
0.03796666666666606       3.236793263196595E-11    3.2835465871764335E-11   3.50771125821753E-11     4.260331328115187E-11
0.03799999999999939       3.2317850653264025E-11   3.2784344375400957E-11   3.501982822416396E-11    4.255939885417675E-11
0.03803333333333272       3.226786847180198E-11    3.2733326510812146E-11   3.496267511464832E-11    4.2515510770294075E-11
0.038066666666666055      3.221798554904344E-11    3.2682411704783905E-11   3.490565223473653E-11    4.247164896941408E-11
0.038099999999999384      3.2168201884441046E-11   3.263159995663576E-11    3.484875958171898E-11    4.242781344970059E-11
0.03813333333333272       3.211851723432785E-11    3.258089100508417E-11    3.479199692084295E-11    4.2384004466528545E-11
0.03816666666666605       3.2068931058323673E-11   3.2530284275159775E-11   3.47353632383013E-11     4.234022196087896E-11
0.03819999999999938       3.2019443355894515E-11   3.247977976619852E-11    3.467885853146686E-11    4.229646593094045E-11
0.03823333333333271       3.197005388587157E-11    3.242937721983383E-11    3.462248256327614E-11    4.225273662867582E-11
0.03826666666666604       3.192076211720521E-11    3.2379076071173637E-11   3.4566234343743234E-11   4.2209033996901395E-11
0.038299999999999376      3.187156804937476E-11    3.2328876319570163E-11   3.4510113870321215E-11   4.21653580338302E-11
0.03833333333333271       3.182247143719076E-11    3.227877770236785E-11    3.4454120893055055E-11   4.212170899253321E-11
0.03836666666666604       3.1773471761590067E-11   3.2228779667788797E-11   3.439825444758771E-11    4.207808681001395E-11
0.03839999999999938       3.172456902206455E-11    3.2178882215200646E-11   3.4342514531448814E-11   4.203449148451019E-11
0.038433333333332716      3.1675762972206354E-11   3.2129085080717484E-11   3.428690088747469E-11    4.199092326936531E-11
0.038466666666666045      3.1627053098496774E-11   3.20793877187322E-11     3.423141256878842E-11    4.194738210042192E-11
0.038499999999999375      3.157843940044062E-11    3.202979012862822E-11    3.417604957299532E-11    4.190386797594259E-11
0.038533333333332705      3.152992163266305E-11    3.198029204785301E-11    3.4120811639169565E-11   4.1860381147483995E-11
0.03856666666666604       3.1481499292972086E-11   3.1930892942979285E-11   3.406569784712321E-11    4.181692155255022E-11
0.03859999999999937       3.143317238088552E-11    3.1881592813406225E-11   3.401070819453509E-11    4.177348918942806E-11
0.03863333333333271       3.138494064570637E-11    3.18323913907242E-11     3.3955842409346445E-11   4.173008431692592E-11
0.03866666666666604       3.133680359067454E-11    3.178328814783422E-11    3.3901099579874885E-11   4.168670685729611E-11
0.03869999999999937       3.1288761215319306E-11   3.1734283084149465E-11   3.3846479703867895E-11   4.1643356808850345E-11
0.038733333333332697      3.1240813287756675E-11   3.168537595130525E-11    3.379198254279203E-11    4.160003443673575E-11
0.038766666666666026      3.1192959296046926E-11   3.163656620622579E-11    3.373760716144357E-11    4.1556739659591004E-11
0.03879999999999936       3.114519923973138E-11    3.158785384833883E-11    3.368335355763846E-11    4.151347247575305E-11
0.0388333333333327        3.109753290849626E-11    3.153923865258419E-11    3.36292215264096E-11     4.147023314407352E-11
0.03886666666666603       3.10499597774795E-11     3.149072006208633E-11    3.357521011651965E-11    4.1427021590546494E-11
0.038899999999999366      3.100247984623528E-11    3.1442298076288366E-11   3.352131932585292E-11    4.1383837813533776E-11
0.0389333333333327        3.095509291825763E-11    3.139397248515553E-11    3.346754896845519E-11    4.134068206278774E-11
0.03896666666666603       3.090779846696287E-11    3.134574272998075E-11    3.341389809599833E-11    4.129755427103708E-11
0.03899999999999936       3.086059649191747E-11    3.129760881022183E-11    3.3360366706431966E-11   4.1254454436668095E-11
0.03903333333333269       3.081348680067842E-11    3.124957052017738E-11    3.330695461498598E-11    4.1211382806342546E-11
0.03906666666666603       3.076646887009846E-11    3.120162730511949E-11    3.325366088530599E-11    4.116833930996256E-11
0.03909999999999936       3.071954269975564E-11    3.1153779164519833E-11   3.32004855154037E-11     4.112532394593949E-11
0.039133333333332694      3.0672708093408416E-11   3.1106025888663515E-11   3.3147428308704824E-11   4.1082336961271856E-11
0.039166666666666024      3.0625964543152476E-11   3.105836693930118E-11    3.3094488362548065E-11   4.1039378283234633E-11
0.03919999999999935       3.0579312048577793E-11   3.101080231591864E-11    3.3041665675006536E-11   4.0996447910264363E-11
0.03923333333333268       3.053275039941277E-11    3.0963331793983876E-11   3.298896002142287E-11    4.095354609193703E-11
0.03926666666666601       3.048627910939195E-11    3.09159548584334E-11     3.293637054073727E-11    4.091067275162249E-11
0.03929999999999935       3.0439898178117324E-11   3.08686715087672E-11     3.2883897231082773E-11   4.086782788778205E-11
0.039333333333332686      3.0393607386715944E-11   3.082148151132029E-11    3.2831539849784875E-11   4.082501175246312E-11
0.039366666666666016      3.0347406259800485E-11   3.0774384362817416E-11   3.2779297558009905E-11   4.078222426440083E-11
0.03939999999999935       3.030129479698453E-11    3.072738006277225E-11    3.272717035394859E-11    4.0739465422081394E-11
0.03943333333333269       3.0255272784101135E-11   3.068046838266055E-11    3.2675157999394265E-11   4.069673547433933E-11
0.03946666666666602       3.020933974444983E-11    3.0633648817928185E-11   3.2623259659391614E-11   4.065403434315889E-11
0.03949999999999935       3.0163495677656037E-11   3.058692136810263E-11    3.257147533218802E-11    4.061136202705115E-11
0.039533333333332685      3.011774037560919E-11    3.054028581131299E-11    3.2519804784824834E-11   4.056871876787987E-11
0.039566666666666014      3.0072073366559596E-11   3.049374164834296E-11    3.246824719655704E-11    4.0526104491845225E-11
0.039599999999999344      3.0026494650144255E-11   3.044728887873356E-11    3.2416802565686654E-11   4.048351919748299E-11
0.03963333333333268       2.9981004017916836E-11   3.040092728023701E-11    3.2365470655431935E-11   4.04409631281992E-11
0.03966666666666601       2.99356010046846E-11     3.035465636088525E-11    3.2314250659894255E-11   4.039843620465302E-11
0.03969999999999934       2.989028561009545E-11    3.030847612023206E-11    3.226314257742752E-11    4.035593842540505E-11
0.03973333333333267       2.984505762546853E-11    3.0262386335719835E-11   3.221214616873535E-11    4.0313470037866823E-11
0.039766666666666         2.979991659087866E-11    3.0216386521303046E-11   3.216126064094205E-11    4.02710309552038E-11
0.039799999999999336      2.9754862505984735E-11   3.0170476676548226E-11   3.211048599245232E-11    4.022862117600194E-11
0.03983333333333267       2.970989516012877E-11    3.0124656576888006E-11   3.205982197860552E-11    4.018624095154542E-11
0.039866666666666         2.9665014105134045E-11   3.007892574889988E-11    3.200926782951649E-11    4.014389019072506E-11
0.03989999999999934       2.9620219340670614E-11   3.0033284192163234E-11   3.1958823543639756E-11   4.0101568892151665E-11
0.039933333333332675      2.957551065241245E-11    2.998773167818647E-11    3.1908488868100296E-11   4.005927731155395E-11
0.039966666666666005      2.953088759948561E-11    2.9942267741544806E-11   3.185826304784768E-11    4.0017015350578663E-11
0.039999999999999335      2.94863501815709E-11     2.9896892381830025E-11   3.1808146081384265E-11   3.9974783007861577E-11
0.04003333333333267       2.9441898189402544E-11   2.9851605375970864E-11   3.175813772229706E-11    3.993258054011105E-11
0.040066666666666         2.939753118020794E-11    2.980640625667635E-11    3.1708237216804293E-11   3.9890407848100294E-11
0.04009999999999933       2.935324915367914E-11    2.976129502355111E-11    3.1658444563455856E-11   3.9848264930490104E-11
0.04013333333333267       2.930905190909892E-11    2.9716271462837526E-11   3.160875952792736E-11    3.9806152039649266E-11
0.040166666666666         2.926493900314266E-11    2.967133510664214E-11    3.155918135937601E-11    3.976406908104363E-11
0.04019999999999933       2.922091043551371E-11    2.9626485954582465E-11   3.1509710056398076E-11   3.972201605335862E-11
0.040233333333332656      2.9176966010714047E-11   2.958172379849515E-11    3.14603453902437E-11     3.967999320552982E-11
0.040266666666665986      2.9133105286239534E-11   2.953704817155399E-11    3.141108661514217E-11    3.963800044128357E-11
0.04029999999999932       2.9089328261804105E-11   2.949245907338849E-11    3.136193372973355E-11    3.9596037759330145E-11
0.04033333333333266       2.9045634748183858E-11   2.9447956302516424E-11   3.1312886513299515E-11   3.955410540785872E-11
0.04036666666666599       2.900202430199825E-11    2.940353939139044E-11    3.126394422306642E-11    3.951220328845183E-11
0.040399999999999325      2.8958496922972002E-11   2.935920833965222E-11    3.1215106857717305E-11   3.947033139984473E-11
0.04043333333333266       2.8915052423970142E-11   2.931496294815055E-11    3.116637419768696E-11    3.942848999042076E-11
0.04046666666666599       2.887169036896199E-11    2.927080275723552E-11    3.111774551584551E-11    3.938667896018547E-11
0.04049999999999932       2.882841075768323E-11    2.922672776656111E-11    3.1069220810918214E-11   3.934489830789875E-11
0.04053333333333266       2.8785213402338496E-11   2.918273777617088E-11    3.102079986157946E-11    3.930314829065909E-11
0.04056666666666599       2.8742097867366712E-11   2.913883232724033E-11    3.097248194226407E-11    3.926142879488532E-11
0.04059999999999932       2.8699064152513766E-11   2.9095011419434887E-11   3.092426705173711E-11    3.9219739819362036E-11
0.040633333333332654      2.8656112088916008E-11   2.9051274872809357E-11   3.087615499990596E-11    3.9178081627363236E-11
0.04066666666666598       2.8613241224726964E-11   2.9007622211445E-11      3.082814503623607E-11    3.913645410021733E-11
0.04069999999999931       2.857045155970269E-11    2.8964053435018623E-11   3.0780237159531427E-11   3.9094857236734144E-11
0.04073333333333264       2.852774294887267E-11    2.8920568389218638E-11   3.0732431214829534E-11   3.905329128567947E-11
0.04076666666666597       2.848511491895002E-11    2.8877166575262935E-11   3.068472642443955E-11    3.9011756149294315E-11
0.04079999999999931       2.8442567469703162E-11   2.8833847992841883E-11   3.063712278720684E-11    3.897025182641303E-11
0.040833333333332646      2.840010048756722E-11    2.8790612521196076E-11   3.0589620198380447E-11   3.892877855309233E-11
0.040866666666665975      2.8357713476306618E-11   2.874745963717831E-11    3.054221784331391E-11    3.8887336238635236E-11
0.04089999999999931       2.831540643570033E-11    2.870438934049063E-11    3.049491572088991E-11    3.8845924881900406E-11
0.04093333333333265       2.827317927171725E-11    2.8661401531173444E-11   3.0447713750127433E-11   3.880454469511458E-11
0.04096666666666598       2.8231031482818186E-11   2.861849568052983E-11    3.040061111957137E-11    3.8763195609873435E-11
0.04099999999999931       2.818896306879352E-11    2.8575671788274278E-11   3.0353607828141944E-11   3.872187762506048E-11
0.041033333333332644      2.814697392393237E-11    2.8532929742340117E-11   3.0306703774908737E-11   3.8680590950074404E-11
0.041066666666665974      2.8105063566298992E-11   2.8490269034791055E-11   3.025989818019696E-11    3.863933551318125E-11
0.041099999999999304      2.8063231995694156E-11   2.8447689665352965E-11   3.021319104296184E-11    3.859811131328868E-11
0.04113333333333264       2.8021479103709066E-11   2.8405191518883643E-11   3.016658225368081E-11    3.8556918559520617E-11
0.04116666666666597       2.7979804411367924E-11   2.8362774091007563E-11   3.012007104351414E-11    3.851575717186409E-11
0.0411999999999993        2.793820791848208E-11    2.8320437381462045E-11   3.007365741145124E-11    3.8474627149251616E-11
0.04123333333333263       2.789668951257905E-11    2.8278181271019167E-11   3.0027341242220076E-11   3.843352870655085E-11
0.04126666666666596       2.785524872851413E-11    2.823600526987976E-11    2.998112178977605E-11    3.8392461763586626E-11
0.041299999999999296      2.7813885566108972E-11   2.8193909377792356E-11   2.9934999053141654E-11   3.835142631931561E-11
0.04133333333333263       2.7772599914173475E-11   2.8151893476698886E-11   2.9888972914711864E-11   3.8310422585286634E-11
0.04136666666666596       2.7731391307401867E-11   2.8109957077001375E-11   2.984304263402175E-11    3.8269450475956894E-11
0.0413999999999993        2.769025974562637E-11    2.8068100178459705E-11   2.979720821012617E-11    3.8228509990307614E-11
0.041433333333332635      2.764920511667774E-11    2.8026322662158735E-11   2.975146952524414E-11    3.8187601348559264E-11
0.041466666666665965      2.7608226964394815E-11   2.7984624048146733E-11   2.970582585356307E-11    3.8146724461766566E-11
0.041499999999999294      2.756732528862016E-11    2.7943004336194685E-11   2.9660277194169174E-11   3.810587932893479E-11
0.04153333333333263       2.7526499981095724E-11   2.790146341136323E-11    2.961482343135233E-11    3.806506616560997E-11
0.04156666666666596       2.7485750583670068E-11   2.7860000791931882E-11   2.956946384218776E-11    3.8024284879885556E-11
0.04159999999999929       2.744507709619648E-11    2.781861647768305E-11    2.952419842579249E-11    3.798353547079133E-11
0.04163333333333263       2.7404479409752247E-11   2.7777310353125437E-11   2.947902706673091E-11    3.794281816259145E-11
0.04166666666666596       2.7363957072853916E-11   2.7736081943613504E-11   2.943394905227581E-11    3.790213285726966E-11
0.041699999999999286      2.732351008536499E-11    2.7694931248940516E-11   2.938896438157372E-11    3.786147955387965E-11
0.041733333333332616      2.7283138345195398E-11   2.7653858160612093E-11   2.934407294597179E-11    3.7820858473298435E-11
0.041766666666665946      2.724284139701548E-11    2.7612862200284902E-11   2.929927403216041E-11    3.7780269512411956E-11
0.04179999999999928       2.7202619240699228E-11   2.7571943367763278E-11   2.925456763931505E-11    3.7739712670298525E-11
0.04183333333333262       2.7162471768494747E-11   2.7531101549044188E-11   2.920995365012816E-11    3.769918816117632E-11
0.04186666666666595       2.7122398548302085E-11   2.749033628991867E-11    2.9165431390187086E-11   3.765869590330363E-11
0.041899999999999285      2.708239958000664E-11    2.7449647590203037E-11   2.912100085869687E-11    3.761823589578239E-11
0.04193333333333262       2.7042474737705892E-11   2.7409035316641E-11      2.9076661905303042E-11   3.757780833952679E-11
0.04196666666666595       2.7002623603751532E-11   2.736849903064708E-11    2.9032413883605674E-11   3.7537413148875695E-11
0.04199999999999928       2.6962846178039668E-11   2.7328038732048802E-11   2.898825679283733E-11    3.749705032295491E-11
0.04203333333333262       2.6923142313291316E-11   2.7287654265127093E-11   2.8944190448059295E-11   3.7456720068140404E-11
0.04206666666666595       2.688351162987351E-11    2.724734523143054E-11    2.8900214264267474E-11   3.74164222952922E-11
0.04209999999999928       2.6843954127692914E-11   2.7207111630797665E-11   2.885632824072106E-11    3.737615700355987E-11
0.042133333333332613      2.680446963605921E-11    2.7166953282673782E-11   2.88125321556371E-11     3.73359244078802E-11
0.04216666666666594       2.6765057791468484E-11   2.7126869806029917E-11   2.876882545114556E-11    3.7295724399072534E-11
0.04219999999999927       2.6725718593837415E-11   2.7086861200714966E-11   2.8725208126530678E-11   3.725555697631011E-11
0.04223333333333261       2.6686451871038676E-11   2.704692728455942E-11    2.868167995799667E-11    3.721542237084681E-11
0.042266666666665946      2.6647257261254346E-11   2.700706767853867E-11    2.8638240391702402E-11   3.717532046035223E-11
0.042299999999999276      2.6608134764411347E-11   2.6967282382512206E-11   2.8594889426956937E-11   3.7135251244023256E-11
0.04233333333333261       2.6569084219615386E-11   2.6927571226091058E-11   2.855162685683594E-11    3.709521496109809E-11
0.04236666666666594       2.6530105259082035E-11   2.6887933824104476E-11   2.8508452120137992E-11   3.705521148288535E-11
0.04239999999999927       2.6491197882748732E-11   2.6848370176422754E-11   2.846536521619663E-11    3.701524080860559E-11
0.04243333333333261       2.6452361935945204E-11   2.6808880119248023E-11   2.8422365946988954E-11   3.6975303177371564E-11
0.04246666666666594       2.6413597049899975E-11   2.6769463266484686E-11   2.8379453752239998E-11   3.693539845852174E-11
0.04249999999999927       2.6374903224561382E-11   2.6730119618014183E-11   2.833662863130758E-11    3.689552665130021E-11
0.042533333333332604      2.6336280306303043E-11   2.669084901125629E-11    2.8293890387143216E-11   3.6855687993018287E-11
0.042566666666665934      2.629772793324358E-11    2.665165106741054E-11    2.8251238472040168E-11   3.68158823538141E-11
0.04259999999999926       2.6259246105342313E-11   2.6612525786369553E-11   2.820867288538E-11       3.677610973295491E-11
0.0426333333333326        2.622083466597793E-11    2.6573473002367733E-11   2.816619342461244E-11    3.673637037066947E-11
0.04266666666666593       2.6182493257930727E-11   2.6534492341704885E-11   2.8123799551147018E-11   3.669666412886181E-11
0.04269999999999926       2.6144221881170578E-11   2.6495583804284336E-11   2.808149126438778E-11    3.665699100682238E-11
0.042733333333332596      2.6106020384711648E-11   2.6456747230299385E-11   2.803926836968309E-11    3.6617351245715624E-11
0.04276666666666593       2.6067888408823024E-11   2.6417982243489023E-11   2.7997130327224942E-11   3.6577744707894364E-11
0.04279999999999926       2.6029825953485843E-11   2.6379288843767926E-11   2.7955077136440164E-11   3.6538171392672144E-11
0.0428333333333326        2.5991832871094232E-11   2.6340666875040904E-11   2.7913108607418468E-11   3.649863153697366E-11
0.04286666666666593       2.5953908805652302E-11   2.630211596497265E-11    2.7871224207749944E-11   3.645912500643559E-11
0.04289999999999926       2.5916053757152506E-11   2.6263636113489226E-11   2.782942393688368E-11    3.641965180039431E-11
0.042933333333332595      2.5878267578056608E-11   2.6225227164585006E-11   2.7787707603928675E-11   3.638021215365344E-11
0.042966666666665924      2.584054991583002E-11    2.618688874970109E-11    2.774607468391405E-11    3.6340805929175995E-11
0.042999999999999254      2.5802900770476116E-11   2.6148620868774462E-11   2.7704525176309935E-11   3.6301433126321084E-11
0.04303333333333259       2.5765319996753324E-11   2.611042336821899E-11    2.7663058892907385E-11   3.62620939803736E-11
0.04306666666666592       2.5727807243565686E-11   2.6072295881119623E-11   2.762167531338791E-11    3.6222788352051086E-11
0.04309999999999925       2.5690362510927767E-11   2.6034238407424502E-11   2.7580374437242472E-11   3.618351624073533E-11
0.04313333333333259       2.5652985653124067E-11   2.5996250793127064E-11   2.753915607495331E-11    3.614427788101931E-11
0.043166666666665916      2.5615676326965587E-11   2.595833267968335E-11    2.7498019720096714E-11   3.610507313393126E-11
0.043199999999999246      2.5578434532478334E-11   2.592048406705285E-11    2.7456965372184156E-11   3.606590199887541E-11
0.04323333333333258       2.5541260118303475E-11   2.5882704795240247E-11   2.7415992832515405E-11   3.602676471565891E-11
0.04326666666666592       2.5504152749345468E-11   2.584499451441778E-11    2.7375101608606827E-11   3.5987661134386396E-11
0.04329999999999925       2.5467112425641275E-11   2.5807353224555777E-11   2.733429169998923E-11    3.594859125448443E-11
0.043333333333332585      2.5430138996759002E-11   2.5769780766580845E-11   2.729356290885316E-11    3.590955532210579E-11
0.043366666666665915      2.5393232128957048E-11   2.5732276792243925E-11   2.7252914746794388E-11   3.5870553180770523E-11
0.043399999999999245      2.5356391822283704E-11   2.5694841301526494E-11   2.721234721336298E-11    3.583158482992754E-11
0.04343333333333258       2.5319617928036717E-11   2.5657474137238573E-11   2.717186011295908E-11    3.579265051626817E-11
0.04346666666666591       2.5282910115812642E-11   2.5620174954682486E-11   2.7131452963958157E-11   3.5753750083021E-11
0.04349999999999924       2.524626838567175E-11    2.5582943753851474E-11   2.7091125765929837E-11   3.571488352965709E-11
0.04353333333333258       2.520969258758398E-11    2.5545780376277677E-11   2.7050878321104165E-11   3.5676051099389713E-11
0.04356666666666591       2.5173182397511195E-11   2.5508684483957773E-11   2.7010710158692567E-11   3.563725263734602E-11
0.04359999999999924       2.5136737815525638E-11   2.5471656076896732E-11   2.697062127828365E-11    3.559848814301886E-11
0.04363333333333257       2.5100358690965914E-11   2.5434694995989795E-11   2.6930611480523986E-11   3.555975785804443E-11
0.0436666666666659        2.506404470206955E-11    2.5397800905737126E-11   2.6890680299867647E-11   3.552106162474961E-11
0.04369999999999923       2.502779584892053E-11    2.536097380615512E-11    2.6850827735921397E-11   3.5482399442648946E-11
0.04373333333333257       2.499161198604287E-11    2.5324213543609352E-11   2.6811053596540562E-11   3.5443771553341244E-11
0.043766666666665906      2.4955492789792833E-11   2.52875197807094E-11     2.677135741539622E-11    3.54051777988438E-11
0.043799999999999235      2.4919438260266533E-11   2.5250892517483452E-11   2.673173919211324E-11    3.5366618178692735E-11
0.04383333333333257       2.488344825564205E-11    2.521433160422278E-11    2.6692198739747043E-11   3.532809293263196E-11
0.0438666666666659        2.4847522454501116E-11   2.5177836705906156E-11   2.6652735596711474E-11   3.52896019034523E-11
0.04389999999999923       2.4811660856952156E-11   2.5141407822573676E-11   2.6613349762649242E-11   3.525114509071122E-11
0.04393333333333257       2.4775863321379246E-11   2.5105044804722465E-11   2.6574041050379485E-11   3.5212722736074024E-11
0.0439666666666659        2.4740129528847814E-11   2.506874732008012E-11    2.6534809003588017E-11   3.5174334675309704E-11
0.04399999999999923       2.4704459479478268E-11   2.50325153686983E-11     2.6495653621934475E-11   3.513598090799694E-11
0.044033333333332564      2.4668853037443614E-11   2.4996348807145968E-11   2.6456574726395933E-11   3.509766167864022E-11
0.044066666666665893      2.463330987996161E-11    2.4960247299204544E-11   2.64175718567345E-11     3.5059376820202525E-11
0.04409999999999922       2.4597830007165134E-11   2.4924210844937673E-11   2.6378645012626854E-11   3.5021126332283696E-11
0.04413333333333256       2.4562413289878095E-11   2.4888239308017592E-11   2.6339794024667134E-11   3.4982910454098043E-11
0.04416666666666589       2.4527059404020996E-11   2.4852332350831963E-11   2.6301018432157582E-11   3.494472902507624E-11
0.04419999999999922       2.4491768349739957E-11   2.4816489973457168E-11   2.6262318234792333E-11   3.490658204483902E-11
0.044233333333332556      2.4456539998078283E-11   2.4780712039950243E-11   2.6223693263399187E-11   3.486846974320279E-11
0.04426666666666589       2.4421374031482074E-11   2.4744998219497477E-11   2.6185143067960128E-11   3.4830391967591546E-11
0.04429999999999922       2.438627045011062E-11    2.4709348512187866E-11   2.6146667648186208E-11   3.4792348717646624E-11
0.04433333333333256       2.4351229119313892E-11   2.4673762776125614E-11   2.6108266826073045E-11   3.4754340219493914E-11
0.04436666666666589       2.431624972907868E-11    2.4638240688528495E-11   2.606994016426256E-11    3.4716366317156414E-11
0.04439999999999922       2.4281332279577004E-11   2.4602782249497617E-11   2.603168766248173E-11    3.467842701029595E-11
0.044433333333332554      2.4246476635561275E-11   2.456738731652136E-11    2.5993509141456184E-11   3.4640522525737496E-11
0.044466666666665884      2.4211682490453174E-11   2.4532055570495307E-11   2.5955404170477226E-11   3.460265270642774E-11
0.044499999999999214      2.4176949844437985E-11   2.4496787011533214E-11   2.591737274928795E-11    3.456481755204884E-11
0.04453333333333255       2.4142278561386024E-11   2.446158149628243E-11    2.5879414697307805E-11   3.4527017287847524E-11
0.04456666666666588       2.410766834063103E-11    2.4426438711854257E-11   2.5841529593453646E-11   3.448925175772241E-11
0.04459999999999921       2.4073119182371703E-11   2.4391358658375188E-11   2.580371743748444E-11    3.445152096137568E-11
0.044633333333332546      2.4038630948924095E-11   2.4356341190829027E-11   2.5765978046037357E-11   3.441382512646759E-11
0.044666666666665876      2.400420334282803E-11    2.4321385999840404E-11   2.5728311004233493E-11   3.437616408887623E-11
0.044699999999999206      2.396983636429526E-11    2.4286493085548136E-11   2.56907163118468E-11     3.433853784832372E-11
0.04473333333333254       2.39355298806693E-11     2.4251662308178484E-11   2.5653193792380198E-11   3.430094663618941E-11
0.04476666666666588       2.3901283591712572E-11   2.4216893355545225E-11   2.5615743028603456E-11   3.4263390284756E-11
0.04479999999999921       2.3867097497650664E-11   2.4182186227800254E-11   2.5578364020305978E-11   3.422586879376535E-11
0.044833333333332545      2.3832971471096703E-11   2.4147540790804444E-11   2.554105659882488E-11    3.418838239291439E-11
0.044866666666665875      2.379890521156255E-11    2.4112956732079507E-11   2.5503820347361238E-11   3.415093091758872E-11
0.044899999999999204      2.3764898719288144E-11   2.4078434051790873E-11   2.546665526572011E-11    3.411351436754966E-11
0.04493333333333254       2.373095187012666E-11    2.4043972619218056E-11   2.5429561189613033E-11   3.407613297107278E-11
0.04496666666666587       2.369706436171666E-11    2.400957212001623E-11    2.539253770089661E-11    3.403878655985406E-11
0.0449999999999992        2.3663236194312118E-11   2.3975232554363992E-11   2.5355584799390727E-11   3.400147513367407E-11
0.04503333333333254       2.362946725214031E-11    2.3940953800315367E-11   2.5318702332395692E-11   3.3964198918978705E-11
0.04506666666666587       2.3595757227595212E-11   2.390673553812015E-11    2.5281889875902646E-11   3.392695774778012E-11
0.045099999999999196      2.356210612094521E-11    2.3872577767970493E-11   2.524514742974639E-11    3.388975161987799E-11
0.04513333333333253       2.352851382007664E-11    2.383848037182864E-11    2.5208474846388752E-11   3.385258075845407E-11
0.04516666666666586       2.3494980020700405E-11   2.380444303342718E-11    2.517187170758804E-11    3.381544499861562E-11
0.04519999999999919       2.346150472309965E-11    2.3770465752972068E-11   2.5135338013193922E-11   3.3778344340181167E-11
0.04523333333333253       2.342808781294603E-11    2.3736548410127978E-11   2.5098873612256414E-11   3.374127900510306E-11
0.045266666666665865      2.339472899221018E-11    2.3702690695244553E-11   2.5062478096605375E-11   3.370424882658279E-11
0.045299999999999195      2.3361428261189986E-11   2.3668892608541546E-11   2.5026151466104973E-11   3.366725380445746E-11
0.04533333333333253       2.3328185501438297E-11   2.36351540253781E-11     2.4989893563724064E-11   3.3630294160674786E-11
0.04536666666666586       2.3295000420466415E-11   2.3601474641990295E-11   2.4953703990517293E-11   3.359336972535424E-11
0.04539999999999919       2.3261873018587412E-11   2.3567854458612074E-11   2.49175827463634E-11     3.3556480498351344E-11
