% Model:              pcal_mirror_deformation_2d.mph
% Version:            COMSOL 5.6.0.401
% Date:               May 5 2026, 11:39
% Dimension:          1
% Nodes:              2251
% Expressions:        4
% Description:        Line graph
% R                       Height                   Height                   Height                   Height
0.018666666666666578      9.549489062005447E-11    9.963794196423883E-11    1.1308162522593967E-10   6.93162000930597E-11
0.01869999999999991       9.526588218398187E-11    9.938193944998913E-11    1.1282323230348911E-10   6.927460341346181E-11
0.018733333333333244      9.503772680440229E-11    9.912703601619978E-11    1.1256536876423223E-10   6.923296425488669E-11
0.018766666666666577      9.481041394129086E-11    9.887321218325068E-11    1.1230803011253301E-10   6.919128315609361E-11
0.018799999999999907      9.458394357972693E-11    9.86204678869627E-11     1.1205121616910618E-10   6.91495601134672E-11
0.01883333333333324       9.435831219141127E-11    9.836880109116256E-11    1.1179493357611273E-10   6.910779502021717E-11
0.01886666666666657       9.413350961506643E-11    9.811819304643385E-11    1.1153917777728719E-10   6.906598842087579E-11
0.018899999999999903      9.390953583604825E-11    9.786864369125524E-11    1.112839485945743E-10    6.902414031181913E-11
0.018933333333333236      9.368638746990574E-11    9.762015095219405E-11    1.1102925250265356E-10   6.898225059405451E-11
0.01896666666666657       9.346405440735632E-11    9.737269644149161E-11    1.1077508478537866E-10   6.894031980219047E-11
0.018999999999999902      9.324253663404046E-11    9.712628010018818E-11    1.1052144526616318E-10   6.8898347932594E-11
0.019033333333333236      9.302183078875877E-11    9.688089979656782E-11    1.1026834050094064E-10   6.885633488355976E-11
0.019066666666666565      9.280192714458706E-11    9.663653787824537E-11    1.1001576574222628E-10   6.88142811944748E-11
0.0190999999999999        9.258282568742969E-11    9.63931942886618E-11     1.0976372081470723E-10   6.877218686169787E-11
0.01913333333333323       9.236452315670453E-11    9.615086681677328E-11    1.0951221210405048E-10   6.873005179302467E-11
0.019166666666666565      9.21470099162405E-11     9.590953821334676E-11    1.0926123469604649E-10   6.868787651550923E-11
0.019199999999999898      9.193028595221072E-11    9.56692084241298E-11     1.090107884168899E-10    6.864566102550158E-11
0.01923333333333323       9.171434794467506E-11    9.542987505679427E-11    1.0876087975137636E-10   6.860340523361524E-11
0.019266666666666564      9.14991867096858E-11     9.519152169319797E-11    1.0851150373692036E-10   6.856110966698037E-11
0.019299999999999894      9.128480223366503E-11    9.495414828125509E-11    1.0826266020104518E-10   6.851877432193892E-11
0.019333333333333227      9.107119127008182E-11    9.471775235073384E-11    1.0801435548495893E-10   6.847639911616988E-11
0.019366666666666556      9.085834467948102E-11    9.44823177671913E-11     1.0776658444583209E-10   6.843398457093675E-11
0.01939999999999989       9.064626244854393E-11    9.424784448063699E-11    1.0751934691270957E-10   6.839153068257287E-11
0.019433333333333223      9.043494143612775E-11    9.401433012718884E-11    1.0727264932773976E-10   6.834903736131463E-11
0.019466666666666556      9.022437276291025E-11    9.378175907915224E-11    1.0702648651160612E-10   6.830650513751411E-11
0.01949999999999989       9.001455641580887E-11    9.355013128849498E-11    1.0678085829470865E-10   6.826393400749697E-11
0.019533333333333222      8.98054894089396E-11     9.331944442891519E-11    1.0653577090072062E-10   6.822132388934954E-11
0.019566666666666552      8.959716288961201E-11    9.308968315683386E-11    1.0629121906052096E-10   6.817867530175855E-11
0.019599999999999885      8.938957684498778E-11    9.286084742610501E-11    1.0604720260608281E-10   6.813598824104174E-11
0.019633333333333218      8.918272832990937E-11    9.263293492093839E-11    1.0580372783686511E-10   6.809326261972435E-11
0.01966666666666655       8.8976608777659E-11      9.240593082458404E-11    1.0556078945052606E-10   6.805049896693533E-11
0.019699999999999884      8.877121817562593E-11    9.217983509267365E-11    1.053183872804231E-10    6.800769727898496E-11
0.019733333333333217      8.856655373031932E-11    9.195464545908692E-11    1.0507652737364321E-10   6.79648574752662E-11
0.01976666666666655       8.83626069038014E-11     9.173034739007841E-11    1.048352044032834E-10    6.792198007179087E-11
0.01979999999999988       8.815937768369603E-11    9.15069408429878E-11     1.0459441820429173E-10   6.787906506486161E-11
0.019833333333333213      8.795686326303413E-11    9.128442347850794E-11    1.0435417489463053E-10   6.78361123737289E-11
0.019866666666666543      8.77550554331808E-11     9.106278134926664E-11    1.0411446907961063E-10   6.779312251981893E-11
0.019899999999999876      8.755395418197538E-11    9.084201441420798E-11    1.0387530059560292E-10   6.775009549942714E-11
0.019933333333333213      8.735355679854337E-11    9.062212032768552E-11    1.0363667537191647E-10   6.770703124051983E-11
0.019966666666666542      8.715385512500125E-11    9.04030854230995E-11     1.0339858792715016E-10   6.766393025222748E-11
0.019999999999999876      8.695484914941191E-11    9.018490966094228E-11    1.031610380992963E-10    6.76207925308381E-11
0.02003333333333321       8.675653618371566E-11    8.996759069693006E-11    1.0292403190404673E-10   6.757761799953239E-11
0.02006666666666654       8.655890832812226E-11    8.975111532418152E-11    1.0268756380671176E-10   6.75344071782982E-11
0.02009999999999987       8.636196557089949E-11    8.95354835046436E-11     1.0245163364672621E-10   6.749116006341662E-11
0.020133333333333205      8.616570538018293E-11    8.932069298848112E-11    1.0221624721365445E-10   6.744787658389773E-11
0.020166666666666538      8.597011986653403E-11    8.910673078367342E-11    1.0198139894608674E-10   6.740455724759347E-11
0.02019999999999987       8.577520901843234E-11    8.889359685356595E-11    1.0174708868509161E-10   6.736120205077808E-11
0.020233333333333204      8.558097030319935E-11    8.868128891757521E-11    1.0151332232064847E-10   6.731781092095091E-11
0.020266666666666537      8.5387396120328E-11      8.846979448566046E-11    1.0128009421291813E-10   6.727438437227734E-11
0.020299999999999867      8.519448645849289E-11    8.825911352248346E-11    1.0104740420444453E-10   6.723092240102511E-11
0.0203333333333332        8.500223888302813E-11    8.804924377646063E-11    1.0081525800967197E-10   6.718742494232231E-11
0.02036666666666653       8.481064582736544E-11    8.784017297876445E-11    1.0058364990661382E-10   6.714389249874458E-11
0.020399999999999863      8.461970728038151E-11    8.763190109532755E-11    1.0035257973949024E-10   6.710032506655319E-11
0.0204333333333332        8.442942080677722E-11    8.742442584595323E-11    1.0012205329233209E-10   6.705672257932971E-11
0.02046666666666653       8.423977911198716E-11    8.721773543531999E-11    9.98920648060186E-11     6.701308554541803E-11
0.020499999999999862      8.405078218507536E-11    8.701182983055817E-11    9.966261412628214E-11    6.696941396107326E-11
0.020533333333333195      8.386242768112337E-11    8.680670677851831E-11    9.943370681539092E-11    6.692570776704607E-11
0.020566666666666525      8.367470835048234E-11    8.660235471459539E-11    9.920533710577827E-11    6.688196745955182E-11
0.020599999999999858      8.348762418241488E-11    8.63987736070846E-11     9.897750484485176E-11    6.683819303483911E-11
0.02063333333333319       8.330117280772837E-11    8.61959611458986E-11     9.875021568360288E-11    6.679438443379837E-11
0.020666666666666524      8.311534724676618E-11    8.599390621941692E-11    9.852346376319377E-11    6.67505421581296E-11
0.020699999999999857      8.293014748896696E-11    8.579260879701812E-11    9.829724893255647E-11    6.670666620407582E-11
0.02073333333333319       8.274557128318287E-11    8.559206665456049E-11    9.807157668760993E-11    6.666275651723595E-11
0.020766666666666524      8.256161164518953E-11    8.539226881426156E-11    9.784644108366863E-11    6.661881359043271E-11
0.020799999999999853      8.23782685646088E-11     8.519321524654803E-11    9.762184197136709E-11    6.657483741990361E-11
0.020833333333333186      8.219553982289026E-11    8.499490375888524E-11    9.739778493723148E-11    6.653082794790374E-11
0.020866666666666516      8.201341865890951E-11    8.47973237568721E-11     9.717426399655601E-11    6.64867856740533E-11
0.02089999999999985       8.183190506245751E-11    8.460047521192239E-11    9.695127900152242E-11    6.644271059458459E-11
0.020933333333333186      8.165099691440146E-11    8.44043559958516E-11     9.672883535257014E-11    6.639860265741287E-11
0.020966666666666516      8.147068748023434E-11    8.420895568661392E-11    9.650692702876185E-11    6.635446235113958E-11
0.02099999999999985       8.129097674992587E-11    8.401427425658455E-11    9.628555388400142E-11    6.63102896719916E-11
0.021033333333333182      8.111186258682433E-11    8.382030953683472E-11    9.606472136787625E-11    6.626608456774509E-11
0.02106666666666651       8.09333385107718E-11     8.362705152855046E-11    9.58444234474757E-11     6.622184753091325E-11
0.021099999999999845      8.075540451190395E-11    8.343450020501465E-11    9.562465997827525E-11    6.617757855771776E-11
0.021133333333333178      8.05780585005893E-11     8.324265339314623E-11    9.540543620016186E-11    6.613327760514948E-11
0.02116666666666651       8.040129405088195E-11    8.305150129317413E-11    9.518674604570883E-11    6.608894515265258E-11
0.021199999999999844      8.022511115308919E-11    8.286104387926047E-11    9.49685893721298E-11     6.604458119644348E-11
0.021233333333333177      8.004950767530041E-11    8.267127890059191E-11    9.475097144220745E-11    6.600018569732671E-11
0.02126666666666651       7.987447747496346E-11    8.24821970138301E-11     9.453388618788343E-11    6.595575913404155E-11
0.02129999999999984       7.97000205425402E-11     8.229379819395935E-11    9.431733346799102E-11    6.591130150279974E-11
0.021333333333333176      7.952613470742326E-11    8.2106080051728E-11      9.410131812691824E-11    6.586681278214826E-11
0.021366666666666506      7.935281402504689E-11    8.191903366801823E-11    9.388583440731017E-11    6.582229342410075E-11
0.02139999999999984       7.918005848604868E-11    8.173265901863577E-11    9.367088216967735E-11    6.577774342486343E-11
0.021433333333333172      7.90078658030325E-11     8.154695355219239E-11    9.345646649582432E-11    6.57331627681498E-11
0.021466666666666502      7.883623024009727E-11    8.136190865536628E-11    9.324258119491505E-11    6.568855191673738E-11
0.021499999999999835      7.866515178802095E-11    8.117752430470098E-11    9.302922612904089E-11    6.564391086682885E-11
0.02153333333333317       7.849462839089407E-11    8.099379823290469E-11    9.281640622771581E-11    6.559923959589398E-11
0.021566666666666498      7.832465420670864E-11    8.081072178760321E-11    9.260411546731295E-11    6.555453856290545E-11
0.02159999999999983       7.815522922640668E-11    8.062829494608781E-11    9.239235371166278E-11    6.550980776406103E-11
0.021633333333333164      7.798635142262778E-11    8.044651548307488E-11    9.21811260100343E-11     6.546504717256518E-11
0.021666666666666497      7.781801510249363E-11    8.026537497413429E-11    9.197042609113807E-11    6.542025726014752E-11
0.02169999999999983       7.76502202570839E-11     8.008487339723913E-11    9.176025382041395E-11    6.537543802300227E-11
0.021733333333333164      7.748296499362091E-11    7.990500866109148E-11    9.155061402293826E-11    6.533058943979388E-11
0.021766666666666497      7.731624365045727E-11    7.972577249673561E-11    9.1341500611997E-11      6.528571196294314E-11
0.021799999999999826      7.715005621882114E-11    7.95471648828133E-11     9.11329134548094E-11     6.524080558864069E-11
0.021833333333333163      7.698440065145644E-11    7.936918349184146E-11    9.09248571412718E-11     6.519587031270905E-11
0.021866666666666493      7.681927168843303E-11    7.919182066405995E-11    9.071732587063923E-11    6.515090657297234E-11
0.021899999999999826      7.665466932112653E-11    7.901507637876165E-11    9.051031951180029E-11    6.510591436561675E-11
0.02193333333333316       7.649059130299239E-11    7.883894797477665E-11    9.030384206907007E-11    6.50608937135423E-11
0.02196666666666649       7.632703269922062E-11    7.866342835689469E-11    9.009788822291487E-11    6.50158450142169E-11
0.021999999999999822      7.61639935013465E-11     7.848851750505072E-11    8.989245784388333E-11    6.497076826382219E-11
0.022033333333333155      7.600147107044693E-11    7.831421216531236E-11    8.968755475121065E-11    6.49256635394374E-11
0.022066666666666485      7.58394610414958E-11     7.814050608759487E-11    8.948317351045799E-11    6.488053119312825E-11
0.022099999999999818      7.567796340614832E-11    7.796739925238699E-11    8.927931399378272E-11    6.483537122107502E-11
0.02213333333333315       7.551697532661616E-11    7.779488813131766E-11    8.907598029149145E-11    6.479018371785286E-11
0.022166666666666484      7.535649265244663E-11    7.762296680833927E-11    8.887316657239496E-11    6.474496902165569E-11
0.022199999999999817      7.519651537540618E-11    7.745163526446338E-11    8.867087271035576E-11    6.469972712866211E-11
0.02223333333333315       7.503704068405668E-11    7.728089000823591E-11    8.846910304894954E-11    6.465445813598808E-11
0.022266666666666483      7.487806447158703E-11    7.711072521500707E-11    8.826785148143785E-11    6.460916238795005E-11
0.022299999999999813      7.471958672989173E-11    7.694114086632513E-11    8.806711788342747E-11    6.456383988072392E-11
0.02233333333333315       7.456160478636668E-11    7.677213366892283E-11    8.786690669771983E-11    6.451849069898961E-11
0.02236666666666648       7.440411453268359E-11    7.660369782265391E-11    8.76672117474526E-11     6.447311519832196E-11
0.022399999999999812      7.424711596086918E-11    7.643583330959394E-11    8.746803290990477E-11    6.442771337489375E-11
0.022433333333333146      7.409060651993872E-11    7.626853699949042E-11    8.726937463930791E-11    6.438228530735719E-11
0.022466666666666475      7.393458209098687E-11    7.610180311017643E-11    8.70712306205606E-11     6.4336831356649E-11
0.02249999999999981       7.377904266616105E-11    7.593563162421782E-11    8.687360073261973E-11    6.42913515189404E-11
0.02253333333333314       7.362398583840891E-11    7.57700196053666E-11     8.667648939272336E-11    6.424584586466878E-11
0.02256666666666647       7.346940746876586E-11    7.560496128201462E-11    8.647989030806265E-11    6.420031476071185E-11
0.022599999999999804      7.331530754950746E-11    7.54404566372152E-11     8.62838033593082E-11     6.415475820323816E-11
0.022633333333333137      7.316168375691721E-11    7.527650284129356E-11    8.608823283221976E-11    6.410917626153289E-11
0.02266666666666647       7.300853203635391E-11    7.511309427216184E-11    8.589317253719403E-11    6.406356930059544E-11
0.022699999999999804      7.285585238021984E-11    7.495023091334408E-11    8.569862235655507E-11    6.401793731659177E-11
0.022733333333333137      7.270364247971611E-11    7.478790994500635E-11    8.550458650333713E-11    6.397228038504849E-11
0.02276666666666647       7.255189836163991E-11    7.462612589069756E-11    8.531105871859761E-11    6.392659886518524E-11
0.0227999999999998        7.240062001850766E-11    7.446487873437632E-11    8.511803888630954E-11    6.388089275316706E-11
0.022833333333333136      7.22498052118217E-11     7.430416574820156E-11    8.492553123040604E-11    6.38351621226762E-11
0.022866666666666466      7.209944999060638E-11    7.414398151901636E-11    8.47335294390983E-11     6.378940733466153E-11
0.0228999999999998        7.194955434749525E-11    7.398432603120641E-11    8.454203339805693E-11    6.374362838528645E-11
0.022933333333333132      7.180011610838943E-11    7.382519663858797E-11    8.435104722679185E-11    6.369782534893238E-11
0.022966666666666462      7.1651131407512E-11      7.366658807394944E-11    8.416056470425922E-11    6.36519985832398E-11
0.022999999999999795      7.150260023761411E-11    7.35085003220924E-11     8.397058571777749E-11    6.360614808437026E-11
0.023033333333333128      7.135452042161171E-11    7.335093072420745E-11    8.378111435768084E-11    6.356027393513343E-11
0.023066666666666458      7.120688820477084E-11    7.3193874192615E-11      8.359214430645368E-11    6.351437648414468E-11
0.02309999999999979       7.105970357994822E-11    7.30373307124999E-11     8.340367545304765E-11    6.34684557275653E-11
0.023133333333333124      7.091296440056049E-11    7.288129766356582E-11    8.3215711935405E-11      6.34225117505844E-11
0.023166666666666457      7.076666695772912E-11    7.272577004904922E-11    8.302824734013954E-11    6.337654489962601E-11
0.02319999999999979       7.062081124441924E-11    7.25707478545121E-11     8.284128155787819E-11    6.333055517085056E-11
0.023233333333333123      7.047539513552731E-11    7.241622848530488E-11    8.265481869856045E-11    6.328454265442271E-11
0.023266666666666456      7.033041503020678E-11    7.226220711395118E-11    8.246885235145754E-11    6.323850769099334E-11
0.023299999999999786      7.018587092152848E-11    7.2108683726376E-11      8.228338240884655E-11    6.31924502767222E-11
0.023333333333333123      7.00417606991387E-11     7.195565574345293E-11    8.209841296509852E-11    6.314637050670738E-11
0.023366666666666452      6.989808084797679E-11    7.180311847666319E-11    8.19139375675604E-11     6.310026871552726E-11
0.023399999999999786      6.975483136121798E-11    7.16510719122826E-11     8.172995611015577E-11    6.305414489934128E-11
0.02343333333333312       6.9612010166818E-11      7.149951352189592E-11    8.154647266179179E-11    6.300799915255445E-11
0.02346666666666645       6.946961377669756E-11    7.134843867590723E-11    8.136348074509578E-11    6.296183181267692E-11
0.02349999999999978       6.932764218414183E-11    7.119784736094316E-11    8.118098025565301E-11    6.291564287586694E-11
0.023533333333333115      6.918609339644316E-11    7.10477371536034E-11     8.099897518469832E-11    6.286943243241259E-11
0.023566666666666444      6.904496394924727E-11    7.089810347650907E-11    8.08174590972778E-11     6.282320082401632E-11
0.023599999999999777      6.890425383594868E-11    7.074894631662776E-11    8.06364318905607E-11     6.277694804683521E-11
0.02363333333333311       6.876396114894119E-11    7.060026335960147E-11    8.045589772243833E-11    6.273067418869298E-11
0.02366666666666644       6.862408238085338E-11    7.045204999074035E-11    8.027584976705422E-11    6.268437960103247E-11
0.023699999999999777      6.848461752517157E-11    7.030430619731676E-11    8.009628792314519E-11    6.26380642800117E-11
0.02373333333333311       6.834556497840993E-11    7.015703007135026E-11    7.991721686767413E-11    6.259172827990318E-11
0.023766666666666443      6.820692096702636E-11    7.001021665969743E-11    7.973862925494105E-11    6.254537199011754E-11
0.023799999999999773      6.806868548459956E-11    6.986386594993027E-11    7.956052498540204E-11    6.249899540681363E-11
0.02383333333333311       6.793085723062946E-11    6.971797643288167E-11    7.938290824822226E-11    6.245259854583081E-11
0.02386666666666644       6.779343231722423E-11    6.957254303253428E-11    7.920577262324564E-11    6.240618182350975E-11
0.023899999999999772      6.76564107381004E-11     6.942756573682214E-11    7.902911801258446E-11    6.235974523600466E-11
0.023933333333333105      6.7519791296404E-11      6.928304316858193E-11    7.885294844670233E-11    6.23132887882573E-11
0.023966666666666435      6.7383570044281E-11      6.913897018560668E-11    7.867725715583706E-11    6.226681291232957E-11
0.023999999999999768      6.724774697554035E-11    6.899534677611364E-11    7.850204404359645E-11    6.222031760437734E-11
0.0240333333333331        6.711232106270201E-11    6.885217176877004E-11    7.832731277688471E-11    6.217380286567905E-11
0.02406666666666643       6.697728836667929E-11    6.870944007268936E-11    7.815305722794536E-11    6.212726911277816E-11
0.024099999999999764      6.68426488813892E-11     6.85671516763868E-11     7.797927730200747E-11    6.208071634183E-11
0.024133333333333097      6.670840143446031E-11    6.842530521955325E-11    7.780597637011283E-11    6.203414457701247E-11
0.024166666666666427      6.657454234362048E-11    6.828389595371341E-11    7.763314841278774E-11    6.198755421832581E-11
0.024199999999999763      6.644107160287685E-11    6.814292386764807E-11    7.746079333676448E-11    6.194094526192649E-11
0.024233333333333096      6.630798799771267E-11    6.800238753802241E-11    7.72889143829749E-11     6.189431774556668E-11
0.02426666666666643       6.617528791054226E-11    6.786228232930793E-11    7.711750553072542E-11    6.184767205220158E-11
0.02429999999999976       6.604297133546612E-11    6.772260823054772E-11    7.694656668834893E-11    6.180100817798923E-11
0.024333333333333096      6.591103701306841E-11    6.758336376294293E-11    7.677610102619365E-11    6.175432617020463E-11
0.024366666666666426      6.577948150345947E-11    6.744454452787685E-11    7.660610269177548E-11    6.170762640511672E-11
0.02439999999999976       6.564830480082752E-11    6.730615051464302E-11    7.643657159493991E-11    6.16609088788845E-11
0.024433333333333092      6.551750566902378E-11    6.716818026772351E-11    7.626751084237969E-11    6.161417364100385E-11
0.02446666666666642       6.538708062711199E-11    6.703062935982382E-11    7.609891439515845E-11    6.156742106841111E-11
0.024499999999999755      6.525702966937106E-11    6.689349778048505E-11    7.593078216469628E-11    6.152065115726709E-11
0.024533333333333088      6.512735167637655E-11    6.675678422789399E-11    7.576311738781753E-11    6.147386394265796E-11
0.024566666666666417      6.49980431789995E-11     6.6620484297209E-11      7.559591405706666E-11    6.142705981709038E-11
0.02459999999999975       6.486910417160424E-11    6.648459797820753E-11    7.542917208534785E-11    6.138023877672662E-11
0.024633333333333084      6.474053366631539E-11    6.634912412843223E-11    7.526289467845334E-11    6.133340084807824E-11
0.024666666666666413      6.461232809705735E-11    6.621405824492853E-11    7.509707569337946E-11    6.128654642611171E-11
0.02469999999999975       6.448448745828088E-11    6.607940031770416E-11    7.493171504458875E-11    6.123967550699184E-11
0.024733333333333083      6.435701079626139E-11    6.594514925113236E-11    7.476681586701657E-11    6.119278811535763E-11
0.024766666666666416      6.422989467852227E-11    6.581130071892668E-11    7.460237227166115E-11    6.114588464489944E-11
0.024799999999999746      6.410313909959911E-11    6.567785471131965E-11    7.443838417446032E-11    6.10989650917835E-11
0.024833333333333082      6.397674305321246E-11    6.554481005894736E-11    7.427485448612384E-11    6.105202949589939E-11
0.024866666666666412      6.385070318353716E-11    6.541216255458149E-11    7.411177734586187E-11    6.100507823236314E-11
0.024899999999999745      6.372501948519465E-11    6.527991218867435E-11    7.39491526711443E-11     6.095811129734346E-11
0.02493333333333308       6.359969090528275E-11    6.51480577380015E-11     7.378698332044251E-11    6.091112873697934E-11
0.024966666666666408      6.347471423732196E-11    6.501659518829432E-11    7.362526358626829E-11    6.086413092463409E-11
0.02499999999999974       6.335008947601567E-11    6.488552453021693E-11    7.346399338753721E-11    6.081711785647815E-11
0.025033333333333074      6.32258155566246E-11     6.475484451952204E-11    7.330317536357639E-11    6.077008958831753E-11
0.025066666666666404      6.310188931674954E-11    6.46245512180743E-11     7.31428039098067E-11     6.072304647775682E-11
0.025099999999999737      6.297831075117787E-11    6.449464461674629E-11    7.298287894665226E-11    6.067598852096922E-11
0.02513333333333307       6.28550787248588E-11     6.436512338749147E-11    7.282340289143901E-11    6.06289157864992E-11
0.0251666666666664        6.273219028320764E-11    6.423598385610446E-11    7.266437050120131E-11    6.058182861915155E-11
0.025199999999999736      6.2609645421093E-11      6.410722601366023E-11    7.250578169780149E-11    6.053472701510153E-11
0.02523333333333307       6.248744287922323E-11    6.397884837197773E-11    7.234763845745513E-11    6.048761106695033E-11
0.025266666666666403      6.236557987868089E-11    6.385084749715584E-11    7.21899358625121E-11     6.044048108419833E-11
0.025299999999999732      6.224405641441712E-11    6.372322338046736E-11    7.203267383627079E-11    6.039333706302366E-11
0.02533333333333307       6.21228710427701E-11     6.359597430301254E-11    7.187585415304956E-11    6.034617913460285E-11
0.0253666666666664        6.200202125675813E-11    6.346909717588705E-11    7.171947205211377E-11    6.02990075777347E-11
0.025399999999999732      6.188150705140521E-11    6.334259199054592E-11    7.156352745813795E-11    6.025182238860074E-11
0.025433333333333065      6.176132690716884E-11    6.321645693298053E-11    7.14080222249545E-11     6.020462371316974E-11
0.025466666666666395      6.164147837435321E-11    6.309068899865395E-11    7.125295136266547E-11    6.0157411817086E-11
0.025499999999999728      6.15219614480483E-11     6.296528817918923E-11    7.109831479734395E-11    6.011018669653584E-11
0.02553333333333306       6.140277464475216E-11    6.284025270658842E-11    7.094411457613614E-11    6.006294850178856E-11
0.02556666666666639       6.128391553109487E-11    6.271557960442823E-11    7.079034551695308E-11    6.001569749956E-11
0.025599999999999724      6.116538410223387E-11    6.259126886449933E-11    7.063700754727418E-11    5.996843368604102E-11
0.025633333333333057      6.104717896161247E-11    6.246731882753074E-11    7.048410288026078E-11    5.992115720431258E-11
0.025666666666666386      6.092929765767378E-11    6.234372650167727E-11    7.033162619247975E-11    5.987386832663754E-11
0.025699999999999723      6.081174018564429E-11    6.222049187889643E-11    7.017957741280215E-11    5.982656704921154E-11
0.025733333333333056      6.069450521385201E-11    6.209761338230062E-11    7.002795877904324E-11    5.977925350839626E-11
0.02576666666666639       6.057759028251942E-11    6.197508801722465E-11    6.987676495874394E-11    5.973192798168751E-11
0.02579999999999972       6.046099538694689E-11    6.185291577579681E-11    6.972599588216925E-11    5.96845904652849E-11
0.025833333333333056      6.034471923693763E-11    6.173109513490586E-11    6.95756537115505E-11     5.963724109264273E-11
0.025866666666666385      6.022875941595102E-11    6.160962315892164E-11    6.942573322271289E-11    5.958988014102899E-11
0.02589999999999972       6.011311591936098E-11    6.148849984013995E-11    6.927623434726022E-11    5.9542507606647E-11
0.02593333333333305       5.999778745756996E-11    6.136772365608037E-11    6.912715918390535E-11    5.949512362898978E-11
0.02596666666666638       5.988277166466132E-11    6.124729174188654E-11    6.897850250742639E-11    5.944772847691922E-11
0.025999999999999714      5.976806853607436E-11    6.11272040900071E-11     6.883026425073966E-11    5.940032214664431E-11
0.026033333333333047      5.965367680445629E-11    6.100745920604379E-11    6.868244648784117E-11    5.935290478062849E-11
0.02606666666666638       5.953959413759812E-11    6.088805427437706E-11    6.85350440301162E-11     5.930547664278985E-11
0.026099999999999714      5.94258205310076E-11     6.076898928760992E-11    6.838805681182013E-11    5.925803772934236E-11
0.026133333333333047      5.931235472617475E-11    6.065026276472974E-11    6.824148682088804E-11    5.921058818546265E-11
0.026166666666666377      5.919919445020533E-11    6.053187196740264E-11    6.809532897462896E-11    5.916312827240107E-11
0.02619999999999971       5.908633969867743E-11    6.041381688838679E-11    6.794958320859915E-11    5.911565798637568E-11
0.026233333333333043      5.897378921416876E-11    6.029609604826233E-11    6.780425144702232E-11    5.906817747816877E-11
0.026266666666666376      5.88615407686064E-11     6.017870676993939E-11    6.765932861144502E-11    5.902068700284533E-11
0.026299999999999706      5.874959435763255E-11    6.006164904631976E-11    6.751481463869608E-11    5.897318655662918E-11
0.026333333333333042      5.863794876331203E-11    5.994492144741925E-11    6.737071143597048E-11    5.892567628852531E-11
0.026366666666666372      5.85266017583278E-11     5.982852130371581E-11    6.722701395770543E-11    5.887815645450982E-11
0.026399999999999705      5.841555333838996E-11    5.971244860825797E-11    6.708372214201384E-11    5.883062705081177E-11
0.026433333333333038      5.830480230986303E-11    5.959670196309984E-11    6.694083781444736E-11    5.878308822644871E-11
0.026466666666666368      5.8194346493186125E-11   5.948127876094574E-11    6.679835603995782E-11    5.87355402357388E-11
0.0264999999999997        5.8084185884136606E-11   5.936617899498798E-11    6.665627675790461E-11    5.868798307491592E-11
0.026533333333333034      5.7974319290178196E-11   5.925140126827745E-11    6.651460175348003E-11    5.864041689967641E-11
0.026566666666666367      5.786474457062296E-11    5.913694302749692E-11    6.637332605604091E-11    5.859284195622971E-11
0.0265999999999997        5.775546172130839E-11    5.902280426597026E-11    6.623244960616311E-11    5.854525824081624E-11
0.026633333333333033      5.764646957737281E-11    5.890898362063327E-11    6.609197423462034E-11    5.849766591179062E-11
0.026666666666666363      5.753776601703907E-11    5.879547856754779E-11    6.595189493214051E-11    5.845006521110424E-11
0.026699999999999696      5.7429351036204735E-11   5.868228910016695E-11    6.581221164052496E-11    5.840245613500401E-11
0.02673333333333303       5.7321223479945356E-11   5.85694138680305E-11     6.567292618052509E-11    5.835483884848308E-11
0.026766666666666362      5.721338128251713E-11    5.845685041996373E-11    6.553403356321125E-11    5.830721358499507E-11
0.026799999999999692      5.710582443987654E-11    5.834459874954582E-11    6.539553373158657E-11    5.825958034079343E-11
0.02683333333333303       5.699855179235432E-11    5.823265750065272E-11    6.525742851802839E-11    5.82119392894222E-11
0.02686666666666636       5.689156132358362E-11    5.8121024286847604E-11   6.511971291059445E-11    5.8164290655265906E-11
0.02689999999999969       5.678485302957849E-11    5.800969910183196E-11    6.498238685347491E-11    5.8116634434585156E-11
0.026933333333333025      5.667842576907332E-11    5.7898680612818905E-11   6.484545219259025E-11    5.806897080258145E-11
0.026966666666666354      5.657227754046759E-11    5.778796645552459E-11    6.470890391080105E-11    5.8021299983084465E-11
0.026999999999999687      5.646640833983519E-11    5.7677556623774243E-11   6.457274195348366E-11    5.797362197236175E-11
0.02703333333333302       5.636081706940981E-11    5.756744983964965E-11    6.443696812375434E-11    5.79259369400304E-11
0.027066666666666354      5.6255501735008254E-11   5.745764375066378E-11    6.430157748556377E-11    5.7878245114816966E-11
0.027099999999999687      5.615046233276793E-11    5.734813835076908E-11    6.416656998546293E-11    5.783054649299509E-11
0.02713333333333302       5.6045697782243186E-11   5.7238932385011285E-11   6.403194729189613E-11    5.778284124316025E-11
0.02716666666666635       5.5941206130626005E-11   5.713002355340206E-11    6.389770461941108E-11    5.7735129591841465E-11
0.027199999999999683      5.5836987374114853E-11   5.702141185001596E-11    6.376384191568917E-11    5.768741153531879E-11
0.027233333333333016      5.573304042839797E-11    5.691309601560835E-11    6.363036073766453E-11    5.763968724878987E-11
0.02726666666666635       5.5629363390048106E-11   5.680507381391221E-11    6.349725638073886E-11    5.759195694880254E-11
0.02729999999999968       5.552595625532023E-11    5.669734523911632E-11    6.33645287937066E-11     5.754422063164451E-11
