% Model:              etm_deformation.mph
% Version:            COMSOL 5.6.0.401
% Date:               Oct 14 2025, 14:53
% Dimension:          2
% Nodes:              308
% Expressions:        1
% Description:        Line
% cpl1x                   cpl1y                    Color
0.1                       0.08410212103784805      6.970963611283065E-20
0.1                       0.08328926405191492      7.094093423895626E-20
0.1                       0.08115318155677206      7.414239552754687E-20
0.1                       0.08473933415644944      6.888686337706195E-20
0.1                       0.08705106051892401      6.589134593459214E-20
0.1                       0.03952146406062733      2.5359113170773564E-19
0.1                       0.038185044215607256     2.6732864031148294E-19
0.1                       0.03707058568195454      2.788030405484604E-19
0.1                       0.04068071012810891      2.43132353314855E-19
0.1                       0.03424898806857786      3.1364561970158427E-19
0.1                       0.033635419089899296     3.2108757975851835E-19
0.1                       0.03342302351013003      3.242608386359521E-19
0.10000000000000002       0.018669469059131943     6.968220849103962E-19
0.10000000000000002       0.01834575596646526      7.09087859076394E-19
0.1                       0.02148168930284336      5.845463751956902E-19
0.1                       0.022682889518712994     5.477270244851063E-19
0.1                       0.013977922020830938     9.875407159695467E-19
0.1                       0.015325637632298562     8.865621078426339E-19
0.1                       0.0161618389936481       8.219525663319389E-19
0.1                       0.017820253720247824     7.369069389975521E-19
0.1                       0.07922211255661321      7.746708284026166E-20
0.1                       0.07848833456606817      7.872369753421943E-20
0.1                       0.07791352227294336      7.984410419101194E-20
0.1                       0.07582348757536428      8.387562934148194E-20
0.1                       0.07316114086543933      8.958365814339981E-20
0.1                       0.07315882930138023      8.958852157812015E-20
0.1                       0.05644034137916147      1.4287705805129308E-19
0.1                       0.05412069273539136      1.5307989851199209E-19
0.1                       0.051615874880459565     1.6605905984249471E-19
0.1                       0.05109583040276204      1.6871054239063385E-19
0.1                       0.05008962673846595      1.7474428828893448E-19
0.1                       0.04670679390238594      1.9580350341886397E-19
0.1                       0.04484544890682764      2.0825724562774368E-19
0.1                       0.047990655595865905     1.870937078202286E-19
0.1                       0.04313522692567736      2.2190316447523214E-19
0.1                       0.04211806371772809      2.2980556970659186E-19
0.1                       0.027738790404268424     4.199311811720248E-19
0.1                       0.02717884694661568      4.300030799966011E-19
0.1                       0.030400533300644104     3.698492376531159E-19
0.1                       0.02439834010457155      4.938340255417533E-19
0.1                       0.026593111967148912     4.43984109784897E-19
0.1                       0.07315690164836101      8.959306610392587E-20
0.1                       0.0703151623661443       9.626269845728323E-20
0.1                       0.06799510871159964      1.0253387239233157E-19
0.1                       0.06747173503430169      1.039093779585665E-19
