% Model:              2d_displacement.mph
% Version:            COMSOL 5.6.0.401
% Date:               Oct 16 2025, 12:17
% Dimension:          1
% Nodes:              541
% Expressions:        1
% Description:        Line graph
% R                       Height
0                         4.218034690513987E-9
1.6666666666666655E-4     4.1776394472806705E-9
3.333333333333331E-4      4.113535908197621E-9
4.999999999999997E-4      4.025493814528188E-9
6.666666666666662E-4      3.913351069833857E-9
8.333333333333328E-4      3.777011390519746E-9
9.999999999999994E-4      3.616448089251109E-9
0.001166666666666666      3.4293860020688294E-9
0.0013333333333333324     3.2426169797532995E-9
0.001499999999999999      3.055920309260297E-9
0.0016666666666666655     2.869076519903163E-9
0.001833333333333332      2.6818677856983724E-9
0.0019999999999999983     2.494078318536942E-9
0.002166666666666665      2.323310895239212E-9
0.002333333333333332      2.1637519934664808E-9
0.0024999999999999983     2.015232036255148E-9
0.0026666666666666644     1.8775689440719194E-9
0.0028333333333333314     1.7505742117481383E-9
0.002999999999999998      1.634062613865131E-9
0.0031666666666666644     1.5357731020097496E-9
0.003333333333333331      1.4450852730875054E-9
0.0034999999999999975     1.3619532229838306E-9
0.003666666666666664      1.2863313777248623E-9
0.0038333333333333305     1.2181774244048622E-9
0.003999999999999997      1.1574561148475725E-9
0.004166666666666663      1.104661570484469E-9
0.00433333333333333       1.0554288501480248E-9
0.004499999999999996      1.0097517277533435E-9
0.004666666666666663      9.67624397544159E-10
0.004833333333333329      9.290417994496481E-10
0.004999999999999996      8.939999955739178E-10
0.005166666666666662      8.621649247416231E-10
0.005333333333333329      8.320631107332628E-10
0.005499999999999995      8.036933615644848E-10
0.005666666666666661      7.77054561928586E-10
0.005833333333333328      7.521457133332468E-10
0.005999999999999994      7.289659791478623E-10
0.0061666666666666614     7.074166420618432E-10
0.006333333333333327      6.868584983282786E-10
0.006499999999999994      6.672911858804704E-10
0.00666666666666666       6.487143566153551E-10
0.0068333333333333275     6.311276840222085E-10
0.006999999999999993      6.145308717080477E-10
0.007166666666666661      5.98876634761946E-10
0.007333333333333326      5.838502661069833E-10
0.007499999999999993      5.69451600280975E-10
0.007666666666666659      5.556804757550035E-10
0.007833333333333328      5.425367373239722E-10
0.007999999999999993      5.300202387655447E-10
0.00816666666666666       5.18110012600032E-10
0.008333333333333326      5.066242421665033E-10
0.008499999999999994      4.955628409374353E-10
0.00866666666666666       4.849257231471138E-10
0.008833333333333327      4.747128046470131E-10
0.008999999999999992      4.649240038586518E-10
0.00916666666666666       4.555454958168481E-10
0.009333333333333325      4.464686602047073E-10
0.009499999999999991      4.3769344452312035E-10
0.009666666666666658      4.29219796295126E-10
0.009833333333333326      4.210476634441069E-10
0.009999999999999992      4.131769947149045E-10
0.010166666666666659      4.055997195372239E-10
0.010333333333333325      3.9824423983621935E-10
0.01049999999999999       3.911105214988893E-10
0.010666666666666658      3.841985301708064E-10
0.010833333333333323      3.775082314351E-10
0.010999999999999989      3.710395910122947E-10
0.011166666666666656      3.647867051498296E-10
0.011333333333333322      3.587020518190336E-10
0.011499999999999988      3.527856068386871E-10
0.011666666666666655      3.4703734576318623E-10
0.011833333333333319      3.41457243980053E-10
0.011999999999999986      3.3604527681883413E-10
0.012166666666666652      3.3079780434649116E-10
0.012333333333333321      3.256809681420162E-10
