% Model:              pcal_mirror_deformation_3d_2beams.mph
% Version:            COMSOL 5.6.0.401
% Date:               May 6 2026, 11:35
% Dimension:          1
% Nodes:              349
% Expressions:        1
% Description:        Line graph
% cln1x                   Height
0                         0.008529465226171953
0.0022763334915881367     0.00957897070250327
0.003781714348528545      0.01027302781634955
0.004552666983176273      0.010628476178834584
0.005718448582288357      0.011165960768415004
0.00682900047476441       0.0116779816551659
0.0077181359926818405     0.012152074415978749
0.00911043375751762       0.012894456513986274
0.010493356672210657      0.013631839881770101
0.011391867040270828      0.01411093137280665
0.01229646842031927       0.01459327063050134
0.013500865375610627      0.01520411362019106
0.014589742813212042      0.015937891707122755
0.015998241981975178      0.016854873303074003
0.017195709723979255      0.017634466153048697
0.01835346142240816       0.018388202487215562
0.019715245333298416      0.01927477083716031
0.020708680862841125      0.019921531671357115
0.021403031903075145      0.020707089125656927
0.02313675872428453       0.022668549466612883
0.024985446564832106      0.024760071520538385
0.025612157758030815      0.0254022241431471
0.027685119938170966      0.027526261682274955
0.028238546751358173      0.02809332428362451
0.02843664773058633       0.028489114153154638
0.030388381538443893      0.03238852177940267
0.03248640736376982       0.03658020912447238
0.03253821632552959       0.03668371927518079
0.0325968400697807        0.036800844814786474
0.035416361299034124      0.0422626372201881
0.03620735696809298       0.045180417617834145
0.03707634138875765       0.048385878542154995
0.038219525709562635      0.052602792657639126
0.03873632147848117       0.05450911986412186
0.04023169445103232       0.060025167697444204
0.04052822664713747       0.06159084145616184
0.041396645415007295      0.06642400092460791
0.04236664751097052       0.07182251945964256
0.042505212191357306      0.0725936971699612
0.042715676452209875      0.07376502991027523
0.04361377896770732       0.07876339341531452
0.04431627578756031       0.08659473409872541
0.04460306962019715       0.08979187342492224
0.04484051548034383       0.09243888814744204
0.045592360272686976      0.10082035343452997
0.04650045969969295       0.11094372451083209
0.0465891320253046        0.11182806813154128
0.04668607946635263       0.11381515182613379
0.04737524422498497       0.1264682252782447
0.04809674082831003       0.13971491179691894
0.04817530894235102       0.1411574233378852
0.04825035624693944       0.14253529277396138
0.04897537365971705       0.1558466213975257
0.04944440395750995       0.17396438943980586
0.04947370048398216       0.1750960597680677
0.0495021236194256        0.17619399262533036
0.04997202730824728       0.19434549813860974
0.050456370279006034      0.2130547662571283
0.050472577373762234      0.21359374138817994
0.050490953648111986      0.21484782670027464
0.050881144833717806      0.2388890038142379
0.0512858398379155        0.2638238168801631
0.05129196668596688       0.2642013155131086
0.05129787395460228       0.26456528501514337
0.05170278853821597       0.28951362721198043
0.051967886287949946      0.32350437491028905
0.051968525692143976      0.32358635910916733
0.05196916356152681       0.32366814651505166
