% Model:              pcal_mirror_deformation_3d_2beams.mph
% Version:            COMSOL 5.6.0.401
% Date:               Nov 21 2025, 12:04
% Dimension:          3
% Nodes:              576
% Expressions:        3
% Description:        Displacement field, Z component, x-coordinate, y-coordinate
% Length unit:        m
% X                       Y                        Z                        w (m)                    x (m)                    y (m)
-0.06599713846129372      -0.017660608534772734    0.08                     -1.723668956399148E-11   -0.06599713846129372     -0.017660608534772734
-0.07335999609166174      -0.015593239986274838    0.07999999999999997      -9.333946749895192E-12   -0.07335999609166174     -0.01559323998627484
-0.07132920965948432      -0.0231763116112057      0.07999999999999999      -9.374684384712022E-12   -0.07132920965948432     -0.0231763116112057
-0.06851583108803186      -0.030505261385574422    0.07999999999999999      -9.443176068850042E-12   -0.06851583108803186     -0.030505261385574422
-0.06349202544094505      -0.02428291601142895     0.08000000000000002      -1.7704513646000165E-11  -0.06349202544094505     -0.024282916011428953
-0.07458787050279471      -0.007839467289912918    0.07999999999999997      -9.294179471774578E-12   -0.07458787050279471     -0.007839467289912918
-0.06714861940894581      -0.010533189277255432    0.08                     -1.7601875361449115E-11  -0.0671486194089458      -0.010533189277255432
-0.06820349161856001      -0.003427157340491274    0.08000000000000002      -1.7204758663891072E-11  -0.06820349161856        -0.003427157340491274
-0.075                    0                        0.08                     -9.292857587770698E-12   -0.075                   0
-0.06077148543059532      -0.0309727781487648      0.07999999999999999      -1.7520878150232673E-11  -0.060771485430595316    -0.030972778148764802
-0.06495177554317576      -0.037499966716002406    0.08                     -9.528751229305818E-12   -0.06495177554317576     -0.037499966716002406
-0.06067625057185087      -0.04408391809753979     0.07999999999999997      -9.621331413520409E-12   -0.060676250571850866    -0.04408391809753979
-0.057137546360033924     -0.03682658327644536     0.08000000000000002      -1.7893156966137338E-11  -0.057137546360033924    -0.03682658327644536
-0.07458908596708065      0.007839626105999796     0.08                     -9.305995023234419E-12   -0.07458908596708065     0.007839626105999796
-0.06778964569820516      0.003781359224685865     0.08000000000000002      -1.767142340106642E-11   -0.06778964569820516     0.003781359224685865
-0.06734236417936575      0.010829483301813228     0.08                     -1.7322853401523018E-11  -0.06734236417936575     0.010829483301813228
-0.07336097335751122      0.015593346475658632     0.08000000000000002      -9.333913877528727E-12   -0.07336097335751122     0.015593346475658632
-0.05312478639971479      -0.0428204370216868      0.07999999999999999      -1.7693005431670163E-11  -0.05312478639971479     -0.0428204370216868
