% Model:              2d_displacement_ET.mph
% Version:            COMSOL 5.6.0.401
% Date:               Oct 20 2025, 13:18
% Dimension:          1
% Nodes:              565
% Expressions:        1
% Description:        Line graph
% R                       Height
0                         8.584777185877478E-9
1.329787234042553E-4      7.218336162187483E-9
2.659574468085106E-4      5.986471581037281E-9
3.9893617021276594E-4     4.885955584840053E-9
5.319148936170212E-4      3.912319208137377E-9
6.648936170212766E-4      3.059497123159477E-9
7.978723404255319E-4      2.3196948371077737E-9
9.308510638297872E-4      2.008297330087346E-9
0.0010638297872340424     1.74020790307793E-9
0.0011968085106382976     1.5152554414577927E-9
0.0013297872340425527     1.3332729821108648E-9
0.0014627659574468082     1.194161824014233E-9
0.0015957446808510635     1.0979867150530808E-9
0.0017287234042553188     1.0149326830071252E-9
0.0018617021276595743     9.39869113333809E-10
0.00199468085106383       8.727924440888842E-10
0.002127659574468085      8.137001887082852E-10
0.0022606382978723407     7.625916693582881E-10
0.002393617021276596      7.194688349486977E-10
0.0025265957446808517     6.816388775554277E-10
0.0026595744680851063     6.465150371560752E-10
0.002792553191489362      6.14096080989076E-10
0.002925531914893617      5.843809973633384E-10
0.0030585106382978724     5.573691090399304E-10
0.0031914893617021275     5.330602008009624E-10
0.003324468085106383      5.11192726735377E-10
0.0034574468085106385     4.906194797186336E-10
0.0035904255319148936     4.713401405577241E-10
0.0037234042553191487     4.533544345624151E-10
0.003856382978723404      4.366621495084324E-10
0.00398936170212766       4.2126315548898833E-10
0.004122340425531916      4.0707850808742487E-10
0.004255319148936171      3.9360590306574645E-10
0.004388297872340427      3.8084521591895363E-10
0.004521276595744682      3.687963344854281E-10
0.004654255319148938      3.5745916338378346E-10
0.004787234042553192      3.468336288849638E-10
0.004920212765957448      3.3688996034065416E-10
0.005053191489361703      3.273833933929868E-10
0.005186170212765958      3.1831387530933417E-10
0.0053191489361702135     3.0968135626904824E-10
0.005452127659574469      3.0148579052364805E-10
0.0055851063829787245     2.937271376758175E-10
0.00571808510638298       2.863803308011975E-10
0.0058510638297872355     2.7931795470274304E-10
0.00598404255319149       2.725399753489256E-10
0.006117021276595746      2.660463601308949E-10
0.00625                   2.5983707840492573E-10
0.006382978723404256      2.539121020868728E-10
0.006515957446808511      2.4826207220884836E-10
0.006648936170212767      2.428086801641362E-10
0.0067819148936170215     2.375519068190802E-10
0.006914893617021276      2.3249173341368864E-10
0.0070478723404255325     2.276281417668165E-10
0.007180851063829787      2.2296111450215926E-10
0.007313829787234043      2.1848307165092223E-10
0.007446808510638298      2.141460573974793E-10
0.007579787234042554      2.0995005831002E-10
0.007712765957446809      2.0589506113024165E-10
0.007845744680851065      2.0198105288393184E-10
0.00797872340425532       1.9820802100232083E-10
0.008111702127659576      1.9457294984998704E-10
0.008244680851063831      1.91042433732123E-10
0.008377659574468085      1.876164636429618E-10
0.00851063829787234       1.8429503060095898E-10
0.008643617021276596      1.8107812570293667E-10
0.008776595744680852      1.77965740183692E-10
0.008909574468085107      1.7495615027663052E-10
0.009042553191489363      1.720262715156529E-10
0.009175531914893618      1.6917609722312827E-10
0.009308510638297874      1.664056207137153E-10
0.00944148936170213       1.63714835326237E-10
0.009574468085106385      1.6110373445871015E-10
0.009707446808510642      1.585717235939911E-10
0.009840425531914896      1.5610181829939558E-10
0.009973404255319151      1.5369401362948039E-10
0.010106382978723407      1.5134830460954094E-10
0.010239361702127662      1.4906468625397183E-10
0.010372340425531918      1.4684315358647804E-10
0.010505319148936175      1.446832085560826E-10
0.010638297872340429      1.4257270463865226E-10
0.010771276595744684      1.4051163798592192E-10
0.01090425531914894       1.3850000471899362E-10
0.011037234042553195      1.3653780094006835E-10
0.01117021276595745       1.3462502274534594E-10
0.011303191489361706      1.3276129710079957E-10
0.011436170212765962      1.309375192536687E-10
0.011569148936170217      1.291536862049101E-10
0.011702127659574473      1.2740979492404494E-10
0.011835106382978727      1.257058423565579E-10
0.011968085106382982      1.2404182543204277E-10
0.01210106382978724       1.224173528894601E-10
0.012234042553191495      1.2082563792645823E-10
0.012367021276595749      1.1926667807516924E-10
0.012500000000000006      1.1774047084129634E-10
0.01263297872340426       1.1624701370936947E-10
0.012765957446808515      1.1478630414851507E-10
0.012898936170212772      1.133581710725941E-10
0.013031914893617028      1.1195721749235201E-10
0.013164893617021282      1.105834414207391E-10
0.013297872340425539      1.0923684084662349E-10
0.013430851063829793      1.0791741373832276E-10
0.013563829787234048      1.0662515804748428E-10
0.013696808510638305      1.0535985311257481E-10
0.013829787234042561      1.0411738043151351E-10
0.013962765957446815      1.0289773833736047E-10
0.014095744680851072      1.0170092514304652E-10
0.014228723404255326      1.0052693914398342E-10
0.014361702127659581      9.937577862092472E-11
0.014494680851063839      9.824729715966764E-11
0.014627659574468094      9.71381492549089E-11
0.014760638297872348      9.604833352224204E-11
0.014893617021276605      9.497784855977869E-11
0.015026595744680859      9.392669295001957E-11
0.015159574468085114      9.289486526190469E-11
0.01529255319148937       9.18822560817266E-11
0.015425531914893627      9.088618350001157E-11
0.01555851063829788       8.99066463302584E-11
0.015691489361702136      8.894364337150339E-11
0.015824468085106392      8.799717340977219E-11
0.015957446808510647      8.706723521966556E-11
0.016090425531914903      8.615379035533554E-11
0.01622340425531916       8.525458509622513E-11
0.016356382978723414      8.436961842961692E-11
0.01648936170212767       8.349888933051947E-11
0.016622340425531925      8.264239676277589E-11
0.01675531914893618       8.18001396802731E-11
0.016888297872340436      8.097206088916365E-11
0.01702127659574469       8.015635352923453E-11
0.017154255319148947      7.935301672343416E-11
0.017287234042553203      7.856204958447924E-11
0.017420212765957458      7.778345121573728E-11
0.017553191489361714      7.701722071218676E-11
0.01768617021276597       7.626331445577938E-11
0.017819148936170225      7.552020873299898E-11
0.01795212765957448       7.478790278683498E-11
0.018085106382978736      7.406639585159458E-11
0.01821808510638299       7.335568715359657E-11
0.018351063829787247      7.26557759119247E-11
0.018484042553191502      7.19666133482823E-11
0.018617021276595758      7.128694810251628E-11
0.018750000000000013      7.061677950898975E-11
0.01888297872340427       6.995610689487208E-11
0.019015957446808524      6.9304929580713E-11
0.01914893617021278       6.866324688106378E-11
0.019281914893617035      6.803102191112479E-11
0.01941489361702129       6.740718722416849E-11
0.019547872340425546      6.679174224128413E-11
0.019680851063829802      6.618468637745009E-11
0.019813829787234057      6.558601904199552E-11
0.019946808510638313      6.499573963909895E-11
0.02007978723404257       6.441380260358508E-11
0.020212765957446824      6.383931589422811E-11
0.02034574468085108       6.327227899451271E-11
0.020478723404255335      6.271269138291644E-11
0.02061170212765959       6.216055253330634E-11
0.020744680851063846      6.16158619153656E-11
0.0208776595744681        6.107860194272964E-11
0.021010638297872357      6.054798809092936E-11
0.021143617021276612      6.002401991310051E-11
0.021276595744680868      5.950669695805474E-11
0.021409574468085123      5.89960187705958E-11
0.02154255319148938       5.849198489185937E-11
0.021675531914893634      5.79945667275432E-11
0.02180851063829789       5.7503104123768764E-11
0.021941489361702145      5.701759668086767E-11
0.0220744680851064        5.653804399562521E-11
0.022207446808510656      5.6064445661555155E-11
0.022340425531914912      5.559680126919398E-11
0.022473404255319167      5.513509962148656E-11
0.022606382978723423      5.4678753468002114E-11
0.02273936170212768       5.422776245447025E-11
0.022872340425531934      5.378212622366085E-11
0.02300531914893619       5.334184441561753E-11
0.023138297872340445      5.290691666790722E-11
0.0232712765957447        5.247732472653049E-11
0.023404255319148956      5.2052571265905255E-11
0.02353723404255321       5.1632655969435465E-11
0.023670212765957464      5.121757851809941E-11
0.023803191489361723      5.0807338590653226E-11
0.023936170212765978      5.0401935863847766E-11
0.024069148936170234      5.0001360274652164E-11
0.02420212765957449       4.960516621844112E-11
0.024335106382978745      4.921335341518836E-11
0.024468085106382997      4.882592158283819E-11
0.024601063829787256      4.8442870437478525E-11
0.02473404255319151       4.8064199693524834E-11
0.024867021276595767      4.768990123380564E-11
0.025000000000000022      4.731958580557428E-11
0.025132978723404278      4.695325315795549E-11
0.02526595744680853       4.659090303842889E-11
0.02539893617021279       4.6232535192981296E-11
0.025531914893617044      4.587814936626832E-11
0.0256648936170213        4.552774651965282E-11
0.02579787234042556       4.518097467788332E-11
0.02593085106382981       4.483783362012157E-11
0.02606382978723407       4.449832312414252E-11
0.026196808510638325      4.416244296646305E-11
0.02632978723404258       4.383019292247841E-11
0.026462765957446836      4.3501571445729485E-11
0.026595744680851092      4.3176270640868615E-11
0.026728723404255347      4.2854290310365805E-11
0.026861702127659603      4.2535630255574136E-11
0.02699468085106386       4.222029027684329E-11
0.027127659574468114      4.190827017363971E-11
0.02726063829787237       4.1599576682382677E-11
0.027393617021276625      4.129392660408961E-11
0.02752659574468088       4.099131976434757E-11
0.027659574468085136      4.06917559878131E-11
0.02779255319148939       4.0395235098309485E-11
0.027925531914893647      4.01017569189293E-11
0.028058510638297902      3.981132638970236E-11
0.028191489361702158      3.952369341961308E-11
0.02832446808510641       3.9238857853343984E-11
0.028457446808510665      3.895681953482653E-11
0.02859042553191492       3.8677578307326284E-11
0.028723404255319177      3.840113401353269E-11
0.028856382978723432      3.8127494723027105E-11
0.028989361702127688      3.785643223665219E-11
0.029122340425531943      3.758794641663873E-11
0.029255319148936195      3.732203712460375E-11
0.029388297872340454      3.705870422162443E-11
0.02952127659574471       3.679794756831597E-11
0.029654255319148965      3.653977055049863E-11
0.02978723404255322       3.628397395821197E-11
0.029920212765957476      3.603055766891083E-11
0.030053191489361728      3.5779521559558145E-11
0.030186170212765987      3.553086550668971E-11
0.030319148936170243      3.528458938648238E-11
0.030452127659574498      3.5040698631484496E-11
0.030585106382978754      3.479901002161575E-11
0.03071808510638301       3.4559523448885855E-11
0.03085106382978726       3.432223880489485E-11
0.03098404255319152       3.40871559808887E-11
0.031117021276595776      3.3854274867817666E-11
0.03125000000000003       3.362359773988267E-11
0.03138297872340429       3.339496340595222E-11
0.03151595744680854       3.316837177066188E-11
0.0316489361702128        3.2943822738309227E-11
0.03178191489361705       3.272131621290188E-11
0.03191489361702131       3.250085209820781E-11
0.03204787234042557       3.2282433757888545E-11
0.03218085106382982       3.206591220162361E-11
0.03231382978723408       3.185128734590061E-11
0.03244680851063833       3.163855910691453E-11
0.03257978723404258       3.142772740060827E-11
0.03271276595744684       3.121879214271515E-11
0.0328457446808511        3.1011756529308735E-11
0.03297872340425535       3.080648636480358E-11
0.033111702127659605      3.060298157580062E-11
0.033244680851063864      3.040124208864918E-11
0.03337765957446812       3.0201267829481484E-11
0.033510638297872375      3.00030587242489E-11
0.033643617021276634      2.9806619129160606E-11
0.033776595744680886      2.961182501925863E-11
0.033909574468085145      2.941867633084591E-11
0.0340425531914894        2.922717299999213E-11
0.03417553191489365       2.9037314962562195E-11
0.03430851063829791       2.8849102154246008E-11
0.03444148936170217       2.8662536044143855E-11
0.03457446808510642       2.847750636237959E-11
0.03470744680851067       2.8294013053322738E-11
0.03484042553191493       2.8112056061128943E-11
0.03497340425531919       2.793163532976367E-11
0.03510638297872344       2.775275080302699E-11
0.03523936170212769       2.7575405041146084E-11
0.03537234042553195       2.739949581947889E-11
0.035505319148936204      2.7225023090566165E-11
0.035638297872340456      2.705198680673323E-11
0.035771276595744715      2.688038692010844E-11
0.03590425531914897       2.6710223382642546E-11
0.03603723404255322       2.6541497844198763E-11
0.03617021276595748       2.6374116277304865E-11
0.03630319148936174       2.6208078640566415E-11
0.03643617021276599       2.6043384892384158E-11
0.03656914893617024       2.588003499096904E-11
0.0367021276595745        2.5718028894357965E-11
0.03683510638297876       2.5557373449910197E-11
0.03696808510638302       2.5397977838238582E-11
0.03710106382978726       2.5239842024396103E-11
0.03723404255319152       2.5082965973224825E-11
0.03736702127659578       2.4927349649366908E-11
0.03750000000000003       2.4772993017276334E-11
0.03763297872340429       2.461990159913739E-11
0.037765957446808544      2.4467992501672655E-11
0.037898936170212796      2.4317265695204E-11
0.03803191489361705       2.4167721149841324E-11
0.0381648936170213        2.401935883549063E-11
0.03829787234042556       2.387217872186252E-11
0.03843085106382981       2.3726188040183735E-11
0.03856382978723407       2.3581308152309206E-11
0.03869680851063833       2.343753903373464E-11
0.03882978723404258       2.3294880659739198E-11
0.03896276595744684       2.3153333005390604E-11
0.03909574468085109       2.3012896045550663E-11
0.03922872340425535       2.2873575315763597E-11
