% Model:              pcal_mirror_deformation_2d.mph
% Version:            COMSOL 5.6.0.401
% Date:               Apr 16 2026, 13:58
% Dimension:          1
% Nodes:              2251
% Expressions:        3
% Description:        Line graph
% R                       Height                   Height                   Height
0.009033333333333303      2.2889746830041795E-10   2.2917219992165418E-10   2.2963671037924956E-10
0.009066666666666636      2.279366948748718E-10    2.282083896060413E-10    2.286677153365876E-10
0.00909999999999997       2.2698300635617543E-10   2.2725170921787453E-10   2.277059280296836E-10
0.009133333333333302      2.2603631491200274E-10   2.2630207009580323E-10   2.267512583454075E-10
0.009166666666666635      2.2509647935733287E-10   2.2535932946762268E-10   2.2580356072725975E-10
0.009199999999999969      2.2416349962733831E-10   2.244234872634971E-10    2.2486283509641648E-10
0.009233333333333302      2.2323729016131552E-10   2.2349445712958537E-10   2.2392899371171758E-10
0.009266666666666635      2.223177161431961E-10    2.2257210277064152E-10   2.2300189768615175E-10
0.009299999999999968      2.2140477751007396E-10   2.2165642411903472E-10   2.2208154694362494E-10
0.009333333333333301      2.2049839250185592E-10   2.207473386760276E-10    2.2116785769468408E-10
0.009366666666666634      2.195984327279796E-10    2.1984471666947495E-10   2.2026069774913158E-10
0.009399999999999967      2.1870489812746404E-10   2.1894855803394021E-10   2.193600670335643E-10
0.0094333333333333        2.1781770995946863E-10   2.180587833271782E-10    2.184658848812374E-10
0.009466666666666634      2.1693674488720935E-10   2.1717526791776737E-10   2.1757802439737104E-10
0.009499999999999967      2.160620028509977E-10    2.1629801174179736E-10   2.1669648551052025E-10
0.0095333333333333        2.151934096481087E-10    2.1542693995059397E-10   2.158211922456795E-10
0.009566666666666633      2.1433084556934737E-10   2.1456193160873358E-10   2.1495202152588908E-10
0.009599999999999966      2.134743105563929E-10    2.1370298665389514E-10   2.1408897328170112E-10
0.0096333333333333        2.1262373292789853E-10   2.1285003279123686E-10   2.132319741495257E-10
0.009666666666666632      2.1177899960783508E-10   2.1200295581271038E-10   2.1238090794627385E-10
0.009699999999999966      2.1094011053919191E-10   2.111617556575128E-10    2.115357746043972E-10
0.009733333333333299      2.1010699511290725E-10   2.1032636111805594E-10   2.1069650187449622E-10
0.009766666666666632      2.0927954644455848E-10   2.0949666426472038E-10   2.0986298000519012E-10
0.009799999999999965      2.0845776447829416E-10   2.086726650380546E-10    2.0903520893063403E-10
0.009833333333333298      2.0764158143329266E-10   2.0785429509536202E-10   2.0821311933104732E-10
0.009866666666666631      2.068308938843225E-10    2.07041450019908E-10     2.0739660506316884E-10
0.009899999999999964      2.0602570177692616E-10   2.062341297538227E-10    2.065856660630785E-10
0.009933333333333298      2.0522594136025125E-10   2.0543227003485125E-10   2.0578023718007524E-10
0.00996666666666663       2.044315121466682E-10    2.0463576942898684E-10   2.0498021533374174E-10
0.009999999999999964      2.03642414083625E-10     2.0384462788045568E-10   2.0418560046259997E-10
0.010033333333333297      2.0285858621310166E-10   2.0305878395518275E-10   2.0339633030622152E-10
0.01006666666666663       2.0207993250265432E-10   2.0227814073149847E-10   2.0261230639734956E-10
0.010099999999999963      2.0130645290133107E-10   2.015026981554028E-10    2.0183352867659446E-10
0.010133333333333296      2.0053808817411092E-10   2.0073239653432401E-10   2.0105993665776675E-10
0.01016666666666663       1.9977474557762518E-10   1.999671422869986E-10    2.0029143530451103E-10
0.010199999999999963      1.9901642506184418E-10   1.9920693536049547E-10   1.9952802455877333E-10
