% Model:              pcal_mirror_deformation_3d_2beams.mph
% Version:            COMSOL 5.6.0.401
% Date:               Nov 10 2025, 16:30
% Dimension:          1
% Nodes:              439
% Expressions:        1
% Description:        Line graph
% cln1x                   Height
0                         1.0996065644876567E-11
0.002199041768277482      1.2372147057593643E-11
0.0036198569897038096     1.326124222864251E-11
0.004398083536554964      1.374822847031072E-11
0.0056025699862356365     1.4501952860263283E-11
0.00659712530483246       1.5124309883027807E-11
0.007493042921744894      1.5823710315629516E-11
0.008954374857260416      1.696450291595423E-11
0.010235098310041255      1.796430303151064E-11
0.011311624409688387      1.8804695948880657E-11
0.012539962943986717      1.976360164071234E-11
0.013577913388207748      2.0544294721021062E-11
0.014375717712593883      2.1305912833316713E-11
0.016092478587445447      2.2905768247160796E-11
0.01760737130826906       2.4317502028088325E-11
0.01851017622666673       2.515882906291399E-11
0.019533285084623403      2.611226775628784E-11
0.02092787386588802       2.7411889878667187E-11
0.022222398935760654      2.9247103078516304E-11
0.023742868949481993      3.14026323178463E-11
0.025912752282729504      3.447881726627703E-11
0.026557864033075945      3.539337475702539E-11
0.027009903576802503      3.603421899929439E-11
0.029536733658445558      3.94040355829803E-11
0.03127055478589916       4.320910897800173E-11
0.03201824750443253       4.485000816067635E-11
0.033197547388150894      4.7438119783747284E-11
0.03452626120204033       5.0143276650316374E-11
0.035656731998870025      5.244482631927626E-11
0.03705827346888522       5.529825456827949E-11
0.03823053617614973       5.908938530631416E-11
0.03889565065221014       6.124038432631068E-11
0.03948254830050765       6.31384279139405E-11
0.041096390095266846      6.846694047542613E-11
0.042903002836470784      7.443193575346796E-11
0.0434676692790735        7.629632682465528E-11
0.04526449020758541       8.49554946280204E-11
0.04584853876962566       8.777011817996723E-11
0.04741659116687266       9.5326813795415E-11
0.04825073557323763       1.0051417844680459E-10
0.04947431488678418       1.0812335502442203E-10
0.050694076128187625      1.1570878783259086E-10
0.05181532558281408       1.263830370175809E-10
0.052199646616800974      1.3004175762331432E-10
0.05266336048402967       1.3445629477105678E-10
0.05370521710541433       1.4437472741403777E-10
0.05456869659631163       1.5259501703285125E-10
0.05505683728918218       1.5706993532792149E-10
0.05574639159340271       1.67881138247966E-10
0.056272882192483636      1.754775471867978E-10
0.056887088309795         1.8433954937254258E-10
0.05755875700267967       1.940306437082619E-10
0.0581345038774401        2.0233774114470135E-10
0.058844631812875706      2.12583740229726E-10
0.05943076945077698       2.2866377514699494E-10
0.05978058651240417       2.3826061759813446E-10
0.06009687048139278       2.469375169068358E-10
0.06071654121193263       2.63937494966543E-10
0.06140191073864937       2.827398465102831E-10
0.061694128530528594      2.898436756262298E-10
0.061977176119600665      3.0333706758531854E-10
0.062434047527827545      3.228769989077299E-10
0.06299562472156445       3.4689509152691726E-10
0.06320675757410706       3.559250316026128E-10
0.06337852481241354       3.6327134388986016E-10
0.06397946762038657       3.889730642974955E-10
0.06441292669512715       4.2589444460912026E-10
0.06447232907537295       4.3095424840670823E-10
0.06452885639577148       4.357691590085459E-10
0.06496519053035933       4.729354325159207E-10
0.06542371723911324       5.119920355114237E-10
0.06546327913918847       5.149050090729669E-10
0.0655082871881768        5.215244812577888E-10
0.065873797401585         5.699642160254391E-10
0.06625629304193385       6.20654967442526E-10
0.06628951676804413       6.250579866243134E-10
0.06632126513309665       6.292654815889817E-10
0.06670523613450328       6.801517572231879E-10
0.06696018959618029       7.483091422168634E-10
0.06697015742300219       7.509738677937646E-10
0.06697976380382271       7.53541967052641E-10
0.0672350787115011        8.217959783643415E-10
0.0675                    8.926180889349188E-10
0.06768478022477532       9.71788795420146E-10
0.06768551164680411       9.721021795976376E-10
0.06786956044955066       1.050959501905373E-9
0.06787102329360822       1.0515862702603557E-9
0.06805434067432597       1.1301302083906004E-9
0.06805632631684923       1.1313802292048986E-9
0.06813167973401815       1.1763538117131332E-9
0.06820719869269028       1.221426195241044E-9
0.06820903644465101       1.222523030561071E-9
0.0682109702154499        1.2236771733172164E-9
0.06828639315528386       1.26869224940901E-9
0.06833986100001671       1.3132143553405688E-9
0.06835709158591113       1.3275620810491252E-9
0.06838620375538647       1.3518034751010861E-9
